"group_id","device_id","timestamp","paddockNames","lat","long","model_ref","Nmin [kg/ha]","Nmin - Nutrient class","NO3-N [kg/ha]","NO3-N - Nutrient class","N total [%]","N total - Nutrient class","P [mg/100g]","P - Nutrient class","K (beta) [mg/100g]","K (beta) - Nutrient class","Moisture [%]","Moisture - Nutrient class","pH ","pH - Nutrient class","SOC [%]","SOC - Nutrient class","SOM [%]","SOM - Nutrient class","C/N Ratio ","C/N Ratio - Nutrient class","Mg [mg/100g]","Mg - Nutrient class","Soil Temperature [°C]","Light (infrared) [lux]","Light (visible) [lux]","Air Temperature [°C]","Humidity [%]","Air Pressure [hPa]","Volatile organic compounds [ohm]","Soil texture class ","issue_classes","labels"
"297-PGF-20221109-58",297,"2022-11-09T14:55:35.000Z","Groß_schwiesow","53.8539916","12.096598","a51003b9-c769-417c-ab66-db562e2fb587",162,"",117,"D",0.1,"",5.8,"",15.9,"",12.4,"",7,"C",1.6,"",2.8,"",14.2,"D",12.9,"",12,186,44,15.3,66.1,1006,143894,4,"",""
"297-PGF-20221109-59",297,"2022-11-09T15:01:24.000Z","Groß_schwiesow","53.8542252","12.0960037","a51003b9-c769-417c-ab66-db562e2fb587",122,"",114,"D",0.1,"",4.5,"",16.6,"",13.8,"",7.1,"D",1.3,"",2.3,"",14.6,"D",14.1,"",11.9,212,48,15,66.8,1006,146398,4,"",""
"297-PGF-20221109-60",297,"2022-11-09T15:04:41.000Z","Groß_schwiesow","53.8544059","12.0952958","a51003b9-c769-417c-ab66-db562e2fb587",153,"",111,"D",0.1,"",6.1,"",17,"",13.6,"",7,"D",1.5,"",2.6,"",14.8,"D",13.6,"",12.2,74,22,14.8,68.2,1006,145665,3,"",""
"297-PGF-20221109-61",297,"2022-11-09T15:07:41.000Z","Groß_schwiesow","53.854733","12.0947226","a51003b9-c769-417c-ab66-db562e2fb587",147,"",111,"D",0.1,"",9.6,"",13.5,"",11.7,"",6.6,"D",1.8,"",3,"",15.4,"E",10,"",12.1,258,47,14.7,69.3,1006,144962,2,"",""
"297-PGF-20221109-62",297,"2022-11-09T15:10:40.000Z","Groß_schwiesow","53.8548943","12.0940891","a51003b9-c769-417c-ab66-db562e2fb587",134,"",134,"E",0.1,"",14.1,"",14.3,"",11.2,"",6.4,"D",2.5,"",4.2,"",16.8,"E",12.8,"",11.8,168,31,14.5,70.1,1006,146513,2,"",""
"297-PGF-20221109-63",297,"2022-11-09T15:14:18.000Z","Groß_schwiesow","53.8544791","12.093687","a51003b9-c769-417c-ab66-db562e2fb587",117,"",111,"D",0.1,"",11.4,"",11.8,"",10.7,"",6.5,"D",2.1,"",3.6,"",14.9,"D",7.8,"",11.6,161,29,14.4,71,1006,145265,2,"",""
"297-PGF-20221109-64",297,"2022-11-09T15:17:25.000Z","Groß_schwiesow","53.8543189","12.0943837","a51003b9-c769-417c-ab66-db562e2fb587",212,"",147,"E",0.2,"",11.5,"",15.4,"",12.3,"",6.7,"D",2.4,"",4.1,"",15.7,"E",12.8,"",11.6,87,19,14.2,71.8,1006,145950,2,"",""
"297-PGF-20221109-65",297,"2022-11-09T15:22:12.000Z","Groß_schwiesow","53.8540435","12.0950948","a51003b9-c769-417c-ab66-db562e2fb587",80,"",80,"C",0.1,"",7.3,"",13.9,"",10.3,"",7.1,"E",1.2,"",2,"",9.8,"C",15.1,"",11.8,30,9,14.1,72.6,1006,144644,2,"",""
"297-PGF-20221109-66",297,"2022-11-09T15:25:20.000Z","Groß_schwiesow","53.8536048","12.0946296","a51003b9-c769-417c-ab66-db562e2fb587",118,"",99,"D",0.1,"",6.7,"",15.8,"",12.2,"",6.7,"D",1.4,"",2.4,"",14.7,"D",8.9,"",11.5,39,9,14,72.7,1006,147856,2,"",""
"297-PGF-20221109-67",297,"2022-11-09T15:28:24.000Z","Groß_schwiesow","53.8533501","12.0952788","a51003b9-c769-417c-ab66-db562e2fb587",147,"",111,"D",0.1,"",8.5,"",15.5,"",12.9,"",6.5,"D",1.5,"",2.6,"",15.9,"E",9.7,"",11.5,39,7,13.8,73.1,1006,146288,2,"",""
"297-PGF-20221109-68",297,"2022-11-09T15:31:30.000Z","Groß_schwiesow","53.8537652","12.0956678","a51003b9-c769-417c-ab66-db562e2fb587",97,"",97,"D",0.1,"",6.1,"",14.3,"",12.2,"",6.9,"D",1.4,"",2.5,"",10.5,"D",11.3,"",11.6,25,4,13.7,73.4,1006,147985,3,"",""
"297-PGF-20221109-70",297,"2022-11-09T15:37:42.000Z","Groß_schwiesow","53.8531562","12.0959921","a51003b9-c769-417c-ab66-db562e2fb587",121,"",121,"D",0.1,"",9.1,"",12.8,"",10,"",6.5,"D",1.3,"",2.2,"",11.2,"D",7.2,"",11.5,28,3,13.5,74.9,1006,146797,2,"",""
"297-PGF-20221109-69",297,"2022-11-09T15:34:28.000Z","Groß_schwiesow","53.8536016","12.0963723","a51003b9-c769-417c-ab66-db562e2fb587",105,"",105,"D",0.1,"",5.8,"",13.6,"",11.3,"",6.7,"D",1.1,"",1.8,"",11,"D",8.5,"",11.6,35,5,13.6,74.1,1006,145633,2,"",""
"297-PGF-20221109-71",297,"2022-11-09T15:40:28.000Z","Groß_schwiesow","53.8529315","12.0965948","a51003b9-c769-417c-ab66-db562e2fb587",161,"",141,"E",0.1,"",11.1,"",13.3,"",10.9,"",6.6,"D",1.6,"",2.8,"",15.1,"E",8.3,"",11.4,9,1,13.4,75.3,1006,149912,2,"",""
"297-PGF-20221109-72",297,"2022-11-09T15:43:37.000Z","Groß_schwiesow","53.8533719","12.0970443","a51003b9-c769-417c-ab66-db562e2fb587",143,"",123,"D",0.1,"",11.2,"",15.2,"",12.1,"",6.8,"E",1.5,"",2.6,"",12.7,"D",10.3,"",11.3,5,1,13.3,75.5,1006,149679,2,"",""
"297-PGF-20221109-73",297,"2022-11-09T15:47:04.000Z","Groß_schwiesow","53.8531253","12.0976489","a51003b9-c769-417c-ab66-db562e2fb587",123,"",122,"D",0.1,"",6.6,"",18,"",13.9,"",7.1,"D",1.6,"",2.7,"",15.2,"E",12.7,"",11.5,1,,13.3,75.5,1006,151891,4,"",""
"297-PGF-20221109-74",297,"2022-11-09T15:50:21.000Z","Groß_schwiesow","53.8526819","12.0972122","a51003b9-c769-417c-ab66-db562e2fb587",160,"",133,"E",0.1,"",8.4,"",16.6,"",13,"",6.6,"D",2.1,"",3.6,"",15.7,"E",9.8,"",11.5,,,13.3,75.5,1007,149452,2,"",""
"297-PGF-20221109-75",297,"2022-11-09T15:54:01.000Z","Groß_schwiesow","53.8524219","12.0980921","a51003b9-c769-417c-ab66-db562e2fb587",281,"",195,"F",0.3,"",23.3,"",17.1,"",20.4,"",6.6,"C",4,"",6.9,"",13.9,"D",15.8,"",11.4,0,,13.3,75.4,1007,152701,3,"",""
"297-PGF-20221109-76",297,"2022-11-09T15:59:11.000Z","Groß_schwiesow","53.8530365","12.0986388","a51003b9-c769-417c-ab66-db562e2fb587",127,"",96,"D",0.1,"",4.9,"",15.5,"",12.3,"",6.9,"D",1.3,"",2.2,"",13.9,"D",14.2,"",11.5,,,13.4,74.8,1007,151361,3,"",""
"297-PGF-20221109-77",297,"2022-11-09T16:01:52.000Z","Groß_schwiesow","53.8528383","12.0992933","a51003b9-c769-417c-ab66-db562e2fb587",153,"",109,"D",0.1,"",8.9,"",16.1,"",11.6,"",6.7,"D",1.8,"",3.1,"",13.2,"D",11.2,"",11.5,,,13.3,75.2,1007,151811,2,"",""
"297-PGF-20221109-78",297,"2022-11-09T16:05:28.000Z","Groß_schwiesow","53.8524096","12.0988509","a51003b9-c769-417c-ab66-db562e2fb587",134,"",108,"D",0.1,"",6.9,"",17.5,"",13,"",6.9,"C",1.9,"",3.3,"",16.4,"E",11.8,"",11.4,,,13.2,75.4,1007,150352,4,"",""
"297-PGF-20221109-79",297,"2022-11-09T16:08:20.000Z","Groß_schwiesow","53.8522248","12.0995203","a51003b9-c769-417c-ab66-db562e2fb587",292,"",167,"F",0.2,"",23.8,"",17,"",13.3,"",7.1,"E",2.6,"",4.4,"",15.4,"E",14,"",11.3,,,13.2,75.7,1007,152558,1,"",""
"297-PGF-20221109-80",297,"2022-11-09T16:11:29.000Z","Groß_schwiesow","53.8526595","12.099913","a51003b9-c769-417c-ab66-db562e2fb587",114,"",114,"D",0.1,"",7.3,"",12.8,"",10.5,"",6.7,"D",1.2,"",2.1,"",12.7,"D",8.2,"",11.1,,,13.2,75.6,1006,150541,2,"",""
"297-PGF-20230208-1",297,"2023-02-08T12:18:12.000Z","Groß_schwiesow","53.8539631","12.1000824","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",49,"C",0.2,"",9.1,"",11.9,"",15.5,"",6.6,"D",2.1,"",3.7,"",14.1,"D",8.6,"",0.7,2584,502,6.3,52,1039,511020,2,"28,6",""
"297-PGF-20230208-2",297,"2023-02-08T12:27:37.000Z","Groß_schwiesow","53.8542802","12.0993682","6f10978b-3654-48fb-92fb-478b29e29c69",63,"",63,"C",0.2,"",7.7,"",10.7,"",14.5,"",6.4,"D",2.2,"",3.7,"",13,"D",6.6,"",-0.3,1002,181,5.1,56.2,1039,528354,2,"",""
"297-PGF-20230208-3",297,"2023-02-08T12:32:02.000Z","Groß_schwiesow","53.8544191","12.0986314","6f10978b-3654-48fb-92fb-478b29e29c69",88,"",88,"D",0.2,"",10.9,"",10.8,"",17.8,"",5.9,"C",3.5,"",6,"",14.2,"D",8.7,"",0.3,1292,282,4.8,58.1,1039,527857,2,"28",""
"297-PGF-20230208-4",297,"2023-02-08T12:37:39.000Z","Groß_schwiesow","53.854729","12.0980759","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.2,"",8.8,"",10.3,"",20,"",5.8,"C",3.4,"",5.8,"",13.9,"D",9.6,"",0.2,2295,648,4.7,58.2,1039,544759,2,"28",""
"297-PGF-20230208-5",297,"2023-02-08T12:41:40.000Z","Groß_schwiesow","53.8549163","12.0973342","6f10978b-3654-48fb-92fb-478b29e29c69",81,"",81,"C",0.2,"",10.1,"",11.1,"",20.1,"",6.2,"C",2.9,"",5,"",14.2,"D",9,"",0.2,639,137,4.7,58.2,1039,550348,2,"28",""
"297-PGF-20230208-6",297,"2023-02-08T12:46:26.000Z","Groß_schwiesow","53.8551224","12.0966252","6f10978b-3654-48fb-92fb-478b29e29c69",73,"",73,"C",0.2,"",10.5,"",13.9,"",20.1,"",7.1,"D",2.3,"",4,"",11.7,"D",11.1,"",0.3,2782,699,4.5,58.5,1039,555079,3,"6",""
"297-PGF-20230208-7",297,"2023-02-08T12:50:18.000Z","Groß_schwiesow","53.8554182","12.095973","6f10978b-3654-48fb-92fb-478b29e29c69",57,"",57,"C",0.2,"",8.3,"",13.5,"",17.1,"",6.7,"E",2.1,"",3.5,"",12.2,"D",8.1,"",0.1,3834,989,4.5,58.6,1039,562678,2,"28,6",""
"297-PGF-20230208-8",297,"2023-02-08T12:54:01.000Z","Groß_schwiesow","53.8556087","12.0951872","6f10978b-3654-48fb-92fb-478b29e29c69",73,"",73,"C",0.2,"",8.4,"",10.6,"",19.2,"",6.4,"C",2.4,"",4.2,"",12.4,"D",9.7,"",0.2,2306,552,4.4,58.9,1039,561494,3,"",""
"297-PGF-20230208-9",297,"2023-02-08T12:58:40.000Z","Groß_schwiesow","53.8552056","12.0949548","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.2,"",6.9,"",11,"",18.7,"",6.5,"D",2.2,"",3.7,"",12.2,"D",8.8,"",0,2216,558,4.2,59.5,1038,561693,2,"28",""
"297-PGF-20230208-10",297,"2023-02-08T13:03:55.000Z","Groß_schwiesow","53.8549878","12.0956769","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.2,"",11.3,"",15.8,"",19.7,"",6.9,"C",1.6,"",2.8,"",9.3,"C",9.5,"",-0.4,3253,921,4.2,59.8,1038,561773,4,"6",""
"297-PGF-20230208-11",297,"2023-02-08T13:08:01.000Z","Groß_schwiesow","53.8547272","12.0962388","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.2,"",12.2,"",13.1,"",18.9,"",6.9,"C",2.2,"",3.9,"",12.5,"D",8.9,"",0.2,3381,925,4.4,59,1038,554740,5,"6",""
"297-PGF-20230208-12-jeve",297,"2023-02-08T13:36:41.000Z","Groß_schwiesow","53.8545116","12.0969298","6f10978b-3654-48fb-92fb-478b29e29c69",24,"",24,"B",0.2,"",6.6,"",13.1,"",16.6,"",7.2,"E",1.7,"",2.9,"",10.9,"D",10.7,"",-0.1,784,153,4.5,60.1,1038,537340,3,"6",""
"297-PGF-20230208-13-evbg",297,"2023-02-08T13:42:04.000Z","Groß_schwiesow","53.854254","12.0975199","6f10978b-3654-48fb-92fb-478b29e29c69",46,"",46,"C",0.2,"",7.9,"",11.8,"",17.3,"",6.6,"C",2.5,"",4.2,"",12.2,"D",9.2,"",0.1,2432,603,4.2,60.8,1038,550590,3,"",""
"297-PGF-20230208-14-mjeu",297,"2023-02-08T13:50:57.000Z","Groß_schwiesow","53.8540323","12.0981261","6f10978b-3654-48fb-92fb-478b29e29c69",47,"",47,"C",0.2,"",8.9,"",12.3,"",17.3,"",6.6,"C",2.6,"",4.4,"",12.3,"D",7.9,"",0,1117,182,3.9,61.1,1038,562123,3,"28,6",""
"297-PGF-20230208-15-rogh",297,"2023-02-08T13:59:09.000Z","Groß_schwiesow","53.8538647","12.098816","6f10978b-3654-48fb-92fb-478b29e29c69",46,"",46,"C",0.2,"",7.3,"",12.6,"",17.6,"",7.1,"D",1.9,"",3.3,"",9.7,"C",10.3,"",-0.1,1095,213,4.1,61.2,1038,561638,3,"28,6",""
"297-PGF-20230208-16-cykf",297,"2023-02-08T14:03:39.000Z","Groß_schwiesow","53.8536102","12.099415","6f10978b-3654-48fb-92fb-478b29e29c69",51,"",51,"C",0.2,"",11.3,"",15.3,"",15.2,"",7,"E",1.5,"",2.5,"",9.3,"C",9.2,"",-0.3,727,160,4.2,60.4,1038,530613,2,"28,6",""
"297-PGF-20230208-17-gqjy",297,"2023-02-08T14:10:12.000Z","Groß_schwiesow","53.8531818","12.0989568","6f10978b-3654-48fb-92fb-478b29e29c69",42,"",42,"B",0.1,"",10.1,"",15.4,"",15.2,"",7.2,"C",1.3,"",2.2,"",10.8,"D",10,"",0.1,1641,289,4.1,58.4,1038,576933,5,"28",""
"297-PGF-20230208-18-bpef",297,"2023-02-08T14:18:17.000Z","Groß_schwiesow","53.8535091","12.0981103","6f10978b-3654-48fb-92fb-478b29e29c69",46,"",32,"B",0.2,"",10.4,"",10.3,"",17.8,"",6.6,"D",2,"",3.4,"",10.1,"D",10.4,"",-0.2,2814,660,4.1,58.5,1037,573692,2,"28,6",""
"297-PGF-20230208-19-lifh",297,"2023-02-08T14:23:07.000Z","Groß_schwiesow","53.8537442","12.0973733","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.3,"",8.2,"",9.9,"",20.7,"",6.2,"C",2.9,"",5,"",11.6,"D",9.2,"",-0.1,2668,620,4.3,59.6,1038,562529,2,"28",""
"297-PGF-20230208-20-xuam",297,"2023-02-08T14:28:57.000Z","Groß_schwiesow","53.853964","12.096612","6f10978b-3654-48fb-92fb-478b29e29c69",55,"",55,"C",0.2,"",8.4,"",10.7,"",14.4,"",6.7,"E",1.5,"",2.7,"",9.3,"C",7.2,"",-0.1,1760,348,4.2,58.5,1037,562778,2,"28",""
"297-PGF-20230208-21-gety",297,"2023-02-08T14:35:18.000Z","Groß_schwiesow","53.8542042","12.0959446","6f10978b-3654-48fb-92fb-478b29e29c69",39,"",39,"B",0.2,"",14.3,"",14.6,"",15.9,"",7.3,"D",1.7,"",2.9,"",10.9,"D",11.4,"",-0.3,642,125,4.1,59.2,1037,563766,5,"6",""
"297-PGF-20230208-22-mlss",297,"2023-02-08T14:39:37.000Z","Groß_schwiesow","53.8544602","12.0952964","6f10978b-3654-48fb-92fb-478b29e29c69",32,"",32,"B",0.2,"",8.1,"",13.3,"",17.3,"",6.9,"C",2.2,"",3.7,"",10.4,"D",10.1,"",0,637,119,4.2,59.9,1037,554121,5,"6",""
"297-PGF-20230208-23-zfay",297,"2023-02-08T14:44:27.000Z","Groß_schwiesow","53.8547316","12.094677","6f10978b-3654-48fb-92fb-478b29e29c69",55,"",55,"C",0.2,"",11.8,"",11,"",16.4,"",6.2,"C",2.3,"",4,"",11.7,"D",8.3,"",0.2,3247,712,4.1,59.6,1037,561015,2,"28",""
"297-PGF-20230208-24-zbwk",297,"2023-02-08T14:48:29.000Z","Groß_schwiesow","53.8548848","12.0940752","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.2,"",12.1,"",10.5,"",17.7,"",5.6,"B",3.4,"",5.9,"",15.1,"E",6.3,"",-0.1,478,101,4.2,60.2,1037,556915,2,"28",""
"297-PGF-20230208-25-ubhw",297,"2023-02-08T14:55:15.000Z","Groß_schwiesow","53.8544706","12.0938904","6f10978b-3654-48fb-92fb-478b29e29c69",66,"",66,"C",0.2,"",12,"",10.2,"",16.5,"",5.9,"C",2.7,"",4.7,"",15.7,"E",5.4,"",-0.2,2140,441,4,60.5,1037,557701,2,"28,5",""
"297-PGF-20230208-26-rzry",297,"2023-02-08T15:00:35.000Z","Groß_schwiesow","53.8543022","12.0944301","6f10978b-3654-48fb-92fb-478b29e29c69",78,"",78,"C",0.2,"",14.6,"",11.5,"",16.5,"",6.3,"C",3,"",5.2,"",13.9,"D",7.6,"",-0.1,603,101,3.9,60,1037,571826,2,"28,6",""
"297-PGF-20230208-27-xnhw",297,"2023-02-08T15:03:53.000Z","Groß_schwiesow","53.8540619","12.0950931","6f10978b-3654-48fb-92fb-478b29e29c69",55,"",55,"C",0.2,"",18.1,"",15,"",16.5,"",7.5,"D",2.1,"",3.7,"",11.9,"D",12.9,"",-0.2,1628,314,3.6,59.2,1037,582353,5,"6",""
"297-PGF-20230208-28-npsr",297,"2023-02-08T15:07:33.000Z","Groß_schwiesow","53.8536515","12.09465","6f10978b-3654-48fb-92fb-478b29e29c69",37,"",37,"B",0.2,"",13.5,"",11.7,"",16.1,"",7.1,"E",1.5,"",2.6,"",8.4,"C",8.1,"",-0.3,2375,414,3.6,59.6,1037,589656,2,"28,6",""
"297-PGF-20230208-29-vipp",297,"2023-02-08T15:11:43.000Z","Groß_schwiesow","53.8533874","12.0952701","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",11.2,"",10.4,"",16.1,"",6.1,"C",1.8,"",3.1,"",11.8,"D",7.2,"",-0.3,904,174,3.5,59.5,1037,598651,2,"28",""
"297-PGF-20230208-30-gppp",297,"2023-02-08T15:15:50.000Z","Groß_schwiesow","53.8538226","12.0956443","6f10978b-3654-48fb-92fb-478b29e29c69",43,"",40,"B",0.1,"",14.2,"",15.9,"",16.9,"",7.3,"D",1.6,"",2.7,"",11.9,"D",12.3,"",-0.3,1891,350,3.4,59.9,1037,593372,4,"6",""
"297-PGF-20230208-31-bext",297,"2023-02-08T15:20:13.000Z","Groß_schwiesow","53.8535499","12.0962971","6f10978b-3654-48fb-92fb-478b29e29c69",33,"",15,"B",0.2,"",13.5,"",13.1,"",14.6,"",7,"E",1.6,"",2.7,"",9.3,"C",7.5,"",-0.5,390,75,3.4,60.3,1037,598316,2,"6",""
"297-PGF-20230208-32-chmy",297,"2023-02-08T15:23:47.000Z","Groß_schwiesow","53.8531734","12.0959546","6f10978b-3654-48fb-92fb-478b29e29c69",57,"",57,"C",0.1,"",13,"",12.1,"",14.3,"",6.2,"C",1.4,"",2.4,"",14.3,"D",7,"",-0.4,670,114,3,61.4,1037,597667,2,"28,5",""
