"group_id","device_id","timestamp","paddockNames","lat","long","model_ref","Nmin [kg/ha]","Nmin - Nutrient class","NO3-N [kg/ha]","NO3-N - Nutrient class","N total [%]","N total - Nutrient class","P [mg/100g]","P - Nutrient class","K (beta) [mg/100g]","K (beta) - Nutrient class","Moisture [%]","Moisture - Nutrient class","pH ","pH - Nutrient class","SOC [%]","SOC - Nutrient class","SOM [%]","SOM - Nutrient class","C/N Ratio ","C/N Ratio - Nutrient class","Mg [mg/100g]","Mg - Nutrient class","Soil Temperature [°C]","Light (infrared) [lux]","Light (visible) [lux]","Air Temperature [°C]","Humidity [%]","Air Pressure [hPa]","Volatile organic compounds [ohm]","Soil texture class ","issue_classes","labels"
"297-PGF-20230208-33-tnwb",297,"2023-02-08T15:27:04.000Z","Groß_schwiesow","53.8528974","12.0966008","6f10978b-3654-48fb-92fb-478b29e29c69",63,"",63,"C",0.2,"",13.3,"",9.3,"",15.6,"",6.2,"C",2.3,"",4,"",13,"D",6.2,"",-0.3,430,70,3,62.1,1037,599561,2,"28",""
"297-PGF-20230208-34-vbfl",297,"2023-02-08T15:30:31.000Z","Groß_schwiesow","53.8533571","12.097074","6f10978b-3654-48fb-92fb-478b29e29c69",42,"",42,"B",0.2,"",10,"",11.7,"",14.8,"",6.7,"D",1.8,"",3.1,"",10.2,"D",6.6,"",-0.4,635,114,2.8,63.4,1037,582058,2,"28",""
"297-PGF-20230208-35-cxov",297,"2023-02-08T15:33:55.000Z","Groß_schwiesow","53.8531266","12.097663","6f10978b-3654-48fb-92fb-478b29e29c69",41,"",41,"B",0.2,"",15.3,"",12.6,"",16.2,"",7.2,"E",1.5,"",2.6,"",8.7,"C",8.8,"",-0.6,1168,184,2.6,64,1037,579575,3,"28,6",""
"297-PGF-20230208-36-zpff",297,"2023-02-08T15:37:44.000Z","Groß_schwiesow","53.852673","12.0972378","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.2,"",13.1,"",10.7,"",19.3,"",6.1,"C",3.1,"",5.3,"",12.6,"D",7.7,"",-0.3,322,51,2.4,63.6,1037,593444,2,"28,6",""
"297-PGF-20230208-37-hdfh",297,"2023-02-08T15:41:38.000Z","Groß_schwiesow","53.8523879","12.0980956","6f10978b-3654-48fb-92fb-478b29e29c69",84,"",79,"C",0.4,"",11.8,"",11.1,"",29.1,"",6.4,"D",4.6,"",8,"",11.4,"D",15.4,"",0.1,1441,177,2.1,66.1,1037,544607,2,"28",""
"297-PGF-20230208-38-ywjl",297,"2023-02-08T15:45:09.000Z","Groß_schwiesow","53.8530272","12.0985617","6f10978b-3654-48fb-92fb-478b29e29c69",64,"",64,"C",0.2,"",4.5,"",13.1,"",18.2,"",6.8,"E",1.5,"",2.6,"",8.2,"C",11.1,"",-0.2,729,99,2,66.4,1037,541017,2,"28",""
"297-PGF-20230208-39-zver",297,"2023-02-08T15:48:23.000Z","Groß_schwiesow","53.852832","12.0993047","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.2,"",7,"",10.8,"",16.6,"",6.5,"D",2,"",3.4,"",11.3,"D",9.4,"",-0.4,569,76,2,65.4,1037,558854,2,"28",""
"297-PGF-20230208-40-wpdw",297,"2023-02-08T15:52:38.000Z","Groß_schwiesow","53.8523982","12.0988407","6f10978b-3654-48fb-92fb-478b29e29c69",42,"",42,"B",0.2,"",12.5,"",14.1,"",16.3,"",6.9,"E",2.3,"",3.9,"",11.9,"D",8.9,"",-0.5,257,34,1.7,67.3,1037,556031,2,"28,6",""
"297-PGF-20230208-41-pldb",297,"2023-02-08T15:55:34.000Z","Groß_schwiesow","53.8521972","12.0995419","6f10978b-3654-48fb-92fb-478b29e29c69",85,"",85,"C",0.2,"",7.2,"",9.1,"",19.9,"",6.5,"D",2.3,"",4,"",10.4,"D",8.6,"",-0.4,246,39,1.5,66.4,1037,573418,2,"28",""
"297-PGF-20230208-42-tsqj",297,"2023-02-08T15:58:30.000Z","Groß_schwiesow","53.8526198","12.0998703","6f10978b-3654-48fb-92fb-478b29e29c69",80,"",80,"C",0.1,"",8.3,"",10.8,"",15.8,"",6.6,"D",1.4,"",2.4,"",9.8,"C",8.6,"",-0.5,143,20,1.5,67.3,1036,546202,2,"28",""
"297-PGF-20230208-12",297,"2023-02-08T13:11:03.000Z","Groß_schwiesow","53.854551400000005","12.09691705","6f10978b-3654-48fb-92fb-478b29e29c69",62,"",62,"C",0.2,"",17.7,"",16.6,"",20.7,"",7.2,"D",2.3,"",3.9,"",14.1,"D",13.2,"",0.1,675,167,4.4,59.2,1038,555061,4,"",""
"297-PGF-20230308-1-vgnd",297,"2023-03-08T09:39:10.000Z","Groß_schwiesow","53.8539404","12.1001062","6f10978b-3654-48fb-92fb-478b29e29c69",68,"",61,"C",0.2,"",4.3,"",13.1,"",18.5,"",6.4,"D",2.1,"",3.6,"",11,"D",11,"",1.6,848,208,3.8,64.3,995,844512,2,"28",""
"297-PGF-20230308-2-ufwu",297,"2023-03-08T09:45:05.000Z","Groß_schwiesow","53.8542445","12.0993365","6f10978b-3654-48fb-92fb-478b29e29c69",99,"",99,"D",0.2,"",12.4,"",17.3,"",18.7,"",6.6,"C",2.8,"",4.8,"",16,"E",10.3,"",0.3,954,242,3.3,66,996,863312,3,"",""
"297-PGF-20230308-3-borf",297,"2023-03-08T09:48:32.000Z","Groß_schwiesow","53.8544175","12.0985982","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.3,"",14.8,"",10.7,"",23.9,"",6,"C",4.1,"",7.1,"",14.1,"D",9.1,"",0.5,965,236,2.9,68,996,844347,2,"28",""
"297-PGF-20230308-5-ihhn",297,"2023-03-08T09:55:44.000Z","Groß_schwiesow","53.8548575","12.0972324","6f10978b-3654-48fb-92fb-478b29e29c69",86,"",86,"D",0.2,"",15.7,"",12.1,"",18.2,"",6.2,"C",3.4,"",5.8,"",16.7,"E",8.1,"",0.5,1166,319,2.6,67.9,996,865480,2,"28",""
"297-PGF-20230308-4-trum",297,"2023-03-08T09:52:34.000Z","Groß_schwiesow","53.8547166","12.0979317","6f10978b-3654-48fb-92fb-478b29e29c69",78,"",71,"C",0.3,"",18.3,"",16,"",22.9,"",6.1,"C",4.1,"",7.1,"",16.5,"E",11,"",0.6,1071,275,2.6,68.1,996,876061,3,"",""
"297-PGF-20230308-6-yafu",297,"2023-03-08T09:58:47.000Z","Groß_schwiesow","53.8551587","12.0966359","6f10978b-3654-48fb-92fb-478b29e29c69",105,"",104,"D",0.2,"",13.8,"",15.3,"",17.2,"",6.5,"D",2.5,"",4.4,"",15.2,"E",8.1,"",0.3,1166,317,2.9,66.6,996,876837,2,"",""
"297-PGF-20230308-7-jdgn",297,"2023-03-08T10:02:10.000Z","Groß_schwiesow","53.8554291","12.0958761","6f10978b-3654-48fb-92fb-478b29e29c69",112,"",112,"D",0.2,"",19.2,"",16.4,"",17.7,"",6.6,"C",2.9,"",5,"",18.4,"E",9.1,"",-0.2,956,254,2.9,66,996,899953,3,"28",""
"297-PGF-20230308-8-ngvf",297,"2023-03-08T10:05:10.000Z","Groß_schwiesow","53.8555882","12.095159","6f10978b-3654-48fb-92fb-478b29e29c69",98,"",98,"D",0.1,"",17.1,"",13.5,"",15.7,"",6.1,"C",3.1,"",5.3,"",21.5,"F",7.4,"",-0.2,948,248,2.7,66.2,996,872495,2,"",""
"297-PGF-20230308-20-ipcn",297,"2023-03-08T10:59:46.000Z","Groß_schwiesow","53.8537555","12.0972877","6f10978b-3654-48fb-92fb-478b29e29c69",73,"",73,"C",0.2,"",16.3,"",13.7,"",23.6,"",6.4,"C",3.2,"",5.5,"",13,"D",10.2,"",0.1,1698,461,2.8,67,996,932553,3,"28",""
"297-PGF-20230308-9-lywj",297,"2023-03-08T10:10:13.000Z","Groß_schwiesow","53.8551936","12.0949603","6f10978b-3654-48fb-92fb-478b29e29c69",97,"",97,"D",0.1,"",18.4,"",19.8,"",19.1,"",6.5,"C",2.5,"",4.3,"",17.2,"E",9.9,"",-0.1,1004,270,2.4,68.5,996,866549,3,"",""
"297-PGF-20230308-10-llup",297,"2023-03-08T10:16:25.000Z","Groß_schwiesow","53.8550273","12.0955851","6f10978b-3654-48fb-92fb-478b29e29c69",95,"",95,"D",0.1,"",12,"",17.1,"",17.7,"",6.6,"C",1.9,"",3.2,"",13.9,"D",10,"",-0.1,1100,315,2.4,67.1,995,909180,3,"6",""
"297-PGF-20230308-11-vhdu",297,"2023-03-08T10:20:16.000Z","Groß_schwiesow","53.8547459","12.0962122","6f10978b-3654-48fb-92fb-478b29e29c69",102,"",102,"D",0.1,"",19,"",16.6,"",16.9,"",6.6,"C",2.2,"",3.9,"",15.2,"E",8,"",0,894,243,2.4,67.4,996,915231,3,"",""
"297-PGF-20230308-12-aamu",297,"2023-03-08T10:24:22.000Z","Groß_schwiesow","53.8544498","12.0969047","6f10978b-3654-48fb-92fb-478b29e29c69",108,"",108,"D",0.1,"",15.7,"",20.2,"",17.9,"",6.6,"C",2.1,"",3.6,"",14.8,"D",11.1,"",-0.1,842,227,2.4,67.5,996,905822,4,"",""
"297-PGF-20230308-13-ggbx",297,"2023-03-08T10:28:12.000Z","Groß_schwiesow","53.8542684","12.0976549","6f10978b-3654-48fb-92fb-478b29e29c69",94,"",94,"D",0.2,"",13.5,"",12,"",17.9,"",6.1,"C",3.4,"",5.9,"",20.5,"F",7.7,"",0.2,907,243,2.3,68.3,996,897735,2,"6",""
"297-PGF-20230308-14-tawh",297,"2023-03-08T10:31:37.000Z","Groß_schwiesow","53.8539823","12.0982043","6f10978b-3654-48fb-92fb-478b29e29c69",94,"",94,"D",0.2,"",14.3,"",15.8,"",18.6,"",6.6,"C",2.7,"",4.7,"",15.8,"E",8.7,"",0.2,1091,299,2.4,68.2,996,901155,3,"28",""
"297-PGF-20230308-15-jfka",297,"2023-03-08T10:35:18.000Z","Groß_schwiesow","53.8538651","12.098904","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.2,"",5.7,"",15,"",18.8,"",6.7,"D",1.9,"",3.3,"",11.8,"D",9,"",0,1186,329,2.4,67.6,996,916270,3,"",""
"297-PGF-20230308-16-gfpq",297,"2023-03-08T10:38:19.000Z","Groß_schwiesow","53.853557","12.099412","6f10978b-3654-48fb-92fb-478b29e29c69",102,"",102,"D",0.1,"",7,"",17.9,"",16,"",6.7,"C",1.4,"",2.5,"",12.9,"D",9.2,"",0,1113,294,2.5,67.5,996,905084,3,"",""
"297-PGF-20230308-21-kvpf",297,"2023-03-08T11:02:59.000Z","Groß_schwiesow","53.8539881","12.0966137","6f10978b-3654-48fb-92fb-478b29e29c69",100,"",100,"D",0.2,"",10.6,"",18.3,"",18.1,"",6.8,"D",1.9,"",3.3,"",12.6,"D",9.4,"",0.1,1352,368,2.9,66.5,995,935330,3,"",""
"297-PGF-20230308-17-mnbi",297,"2023-03-08T10:44:40.000Z","Groß_schwiesow","53.8529047","12.099241","6f10978b-3654-48fb-92fb-478b29e29c69",71,"",71,"C",0.1,"",5.1,"",15.9,"",14.3,"",6.4,"D",1.3,"",2.2,"",11.2,"D",7.1,"",-0.1,946,250,2.5,67.1,996,902039,2,"",""
"297-PGF-20230308-18-lgly",297,"2023-03-08T10:48:28.000Z","Groß_schwiesow","53.8530591","12.0985038","6f10978b-3654-48fb-92fb-478b29e29c69",91,"",91,"D",0.1,"",5.4,"",16.7,"",17.5,"",6.4,"C",1.5,"",2.5,"",13.7,"D",9.6,"",-0.2,1210,323,2.5,68.5,995,901304,3,"",""
"297-PGF-20230308-19-szai",297,"2023-03-08T10:54:55.000Z","Groß_schwiesow","53.8535506","12.0978781","6f10978b-3654-48fb-92fb-478b29e29c69",89,"",89,"D",0.2,"",8.3,"",12.7,"",17.4,"",6.1,"C",2.6,"",4.5,"",15,"D",6.6,"",0.1,1377,364,2.7,68.4,995,915068,2,"28",""
"297-PGF-20230308-22-qogh",297,"2023-03-08T11:08:39.000Z","Groß_schwiesow","53.8542607","12.0959775","6f10978b-3654-48fb-92fb-478b29e29c69",81,"",81,"C",0.1,"",13.5,"",17.1,"",19.3,"",7.1,"D",1.8,"",3,"",12.7,"D",12,"",0.1,1505,427,3.3,66.4,995,919659,4,"6",""
"297-PGF-20230308-23-crpb",297,"2023-03-08T11:12:32.000Z","Groß_schwiesow","53.8544441","12.0952925","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.1,"",7.2,"",16.2,"",17.2,"",6.7,"D",1.8,"",3.1,"",13.4,"D",8.8,"",0.1,1068,282,3,66.2,995,927695,3,"",""
"297-PGF-20230308-24-vrqd",297,"2023-03-08T11:15:36.000Z","Groß_schwiesow","53.8547078","12.0947234","6f10978b-3654-48fb-92fb-478b29e29c69",90,"",90,"D",0.2,"",10,"",11.2,"",18.3,"",6.4,"D",2.5,"",4.3,"",15.6,"E",7.2,"",0.2,830,218,3.1,65.2,995,942736,2,"",""
"297-PGF-20230308-25-juel",297,"2023-03-08T11:19:05.000Z","Groß_schwiesow","53.8548876","12.0941166","6f10978b-3654-48fb-92fb-478b29e29c69",73,"",73,"C",0.2,"",8.9,"",10,"",15.6,"",5.5,"B",3.1,"",5.3,"",18.9,"E",6.6,"",0.2,696,169,3,65.1,995,934571,2,"6",""
"297-PGF-20230308-26-livt",297,"2023-03-08T11:22:46.000Z","Groß_schwiesow","53.8544976","12.0937137","6f10978b-3654-48fb-92fb-478b29e29c69",93,"",93,"D",0.2,"",10.2,"",10.3,"",17.9,"",5.7,"C",2.7,"",4.6,"",16.3,"E",5.8,"",0.2,690,171,2.8,66.4,995,933355,2,"",""
"297-PGF-20230308-27-kcha",297,"2023-03-08T11:26:35.000Z","Groß_schwiesow","53.8542992","12.0943963","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.2,"",14,"",11.5,"",18,"",6.2,"C",3.2,"",5.5,"",19.7,"E",6.7,"",0.2,848,216,2.6,66.4,995,932314,2,"",""
"297-PGF-20230308-28-ujko",297,"2023-03-08T11:29:49.000Z","Groß_schwiesow","53.8540659","12.0950352","6f10978b-3654-48fb-92fb-478b29e29c69",92,"",92,"D",0.1,"",12.9,"",18.2,"",18.1,"",7.1,"D",1.4,"",2.3,"",10.3,"D",12.7,"",0.1,968,251,2.7,65.6,995,936167,4,"",""
"297-PGF-20230308-29-xpit",297,"2023-03-08T11:32:55.000Z","Groß_schwiesow","53.8536403","12.0946483","6f10978b-3654-48fb-92fb-478b29e29c69",85,"",85,"C",0.1,"",5.6,"",15,"",18.1,"",6.7,"D",1.7,"",2.9,"",12.5,"D",8.5,"",0,1110,283,2.8,66.4,995,933641,2,"",""
"297-PGF-20230308-30-wycn",297,"2023-03-08T11:36:25.000Z","Groß_schwiesow","53.853384","12.0952195","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.1,"",8,"",16,"",19.1,"",6.4,"C",2.3,"",3.9,"",16.4,"E",8.6,"",0.2,989,229,2.9,67.3,995,901047,3,"28",""
"297-PGF-20230308-31-gslt",297,"2023-03-08T11:39:47.000Z","Groß_schwiesow","53.8537836","12.0956551","6f10978b-3654-48fb-92fb-478b29e29c69",54,"",54,"C",0.1,"",9,"",17.6,"",19.1,"",7,"D",1.4,"",2.4,"",11.5,"D",11.6,"",0.1,1465,385,3,66.8,995,896569,4,"",""
"297-PGF-20230308-32-npgn",297,"2023-03-08T11:44:21.000Z","Groß_schwiesow","53.8535557","12.0964041","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",8.9,"",16,"",17.9,"",6.7,"D",1.3,"",2.2,"",12.2,"D",8.1,"",0,1857,498,3.6,65.5,995,892835,3,"",""
"297-PGF-20230308-33-axls",297,"2023-03-08T11:49:31.000Z","Groß_schwiesow","53.8531896","12.0959785","6f10978b-3654-48fb-92fb-478b29e29c69",104,"",104,"D",0.1,"",9,"",16,"",15.5,"",6.4,"D",1.6,"",2.8,"",14.3,"D",6.8,"",0.1,1613,441,3.7,64.5,995,917170,2,"",""
"297-PGF-20230308-34-amnt",297,"2023-03-08T11:52:54.000Z","Groß_schwiesow","53.8529401","12.096577","6f10978b-3654-48fb-92fb-478b29e29c69",110,"",110,"D",0.1,"",11.5,"",17.5,"",16.9,"",6.3,"D",2.3,"",3.9,"",16.7,"E",7.8,"",0.1,1267,332,3.5,64.6,995,927523,2,"",""
"297-PGF-20230308-35-jybs",297,"2023-03-08T11:55:58.000Z","Groß_schwiesow","53.8533665","12.0970704","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.2,"",6.9,"",16,"",19.5,"",6.6,"C",2,"",3.4,"",13,"D",8.9,"",0.2,1308,349,3.5,63.9,995,925996,3,"",""
"297-PGF-20230308-36-dnou",297,"2023-03-08T11:59:30.000Z","Groß_schwiesow","53.8530859","12.097733","6f10978b-3654-48fb-92fb-478b29e29c69",89,"",89,"D",0.1,"",11.7,"",18.1,"",17.2,"",6.8,"E",1.6,"",2.7,"",10.6,"D",11,"",0.1,1211,316,3.7,64.1,995,901235,2,"",""
"297-PGF-20230308-37-fynq",297,"2023-03-08T12:02:45.000Z","Groß_schwiesow","53.8526918","12.0972204","6f10978b-3654-48fb-92fb-478b29e29c69",96,"",96,"D",0.2,"",17.3,"",13.2,"",19.1,"",6.4,"D",2.8,"",4.9,"",15.6,"E",8,"",0.4,960,238,3.6,63.3,995,922511,2,"",""
"297-PGF-20230308-38-mwlf",297,"2023-03-08T12:06:17.000Z","Groß_schwiesow","53.8525433","12.0980311","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.3,"",16.2,"",10.6,"",25.7,"",6.4,"D",4.3,"",7.4,"",13.5,"D",11.9,"",0.8,831,200,3.5,63.3,995,931144,2,"6",""
"297-PGF-20230308-39-glpz",297,"2023-03-08T12:09:17.000Z","Groß_schwiesow","53.853026","12.0986219","6f10978b-3654-48fb-92fb-478b29e29c69",104,"",94,"D",0.2,"",8.7,"",18.3,"",19.3,"",6.9,"C",1.7,"",2.9,"",10.9,"D",15.5,"",0.5,776,191,3.5,64.3,995,919835,4,"28",""
"297-PGF-20230308-40-hixp",297,"2023-03-08T12:12:53.000Z","Groß_schwiesow","53.8524075","12.0988642","6f10978b-3654-48fb-92fb-478b29e29c69",60,"",59,"C",0.2,"",15.2,"",14.8,"",20.2,"",6.6,"C",2.9,"",5,"",14.9,"D",11.6,"",0.1,715,184,3.4,63.8,995,935251,3,"",""
"297-PGF-20230308-41-fagp",297,"2023-03-08T12:16:00.000Z","Groß_schwiesow","53.8521966","12.0995467","6f10978b-3654-48fb-92fb-478b29e29c69",98,"",98,"D",0.2,"",13.3,"",13.7,"",18.7,"",6.7,"C",2.6,"",4.5,"",13.2,"D",8.5,"",0.2,746,203,3.5,63.7,995,910482,3,"28",""
"297-PGF-20230412-33-robl",297,"2023-04-13T07:38:08.000Z","Groß_schwiesow","53.8539747","12.1000872","6f10978b-3654-48fb-92fb-478b29e29c69",44,"",32,"B",0.3,"",10.8,"",11.2,"",22.2,"",6.5,"C",2.8,"",4.8,"",10.7,"D",11.8,"",10.5,4284,1208,14.8,54.2,999,610162,3,"",""
"297-PGF-20230413-2-qxbf",297,"2023-04-13T07:43:43.000Z","Groß_schwiesow","53.854276","12.0993129","6f10978b-3654-48fb-92fb-478b29e29c69",35,"",30,"B",0.3,"",6.9,"",9,"",22,"",5.8,"C",4,"",6.9,"",13.3,"D",10.1,"",6.9,1542,332,13,59.6,1000,649156,2,"28",""
"297-PGF-20230413-3-fqjc",297,"2023-04-13T07:47:48.000Z","Groß_schwiesow","53.8544174","12.0985799","6f10978b-3654-48fb-92fb-478b29e29c69",65,"",61,"C","out-of-range","",10,"",9.1,"","out-of-range","",5.5,"B","out-of-range","","out-of-range","","out-of-range","A",10.7,"",6.8,1900,481,12.2,61.4,1000,680079,2,"28",""
"297-PGF-20230413-4-vsqp",297,"2023-04-13T07:52:00.000Z","Groß_schwiesow","53.8547395","12.0979973","6f10978b-3654-48fb-92fb-478b29e29c69",61,"",17,"B",0.4,"",7.7,"",8.8,"",27.8,"",5.5,"B","out-of-range","","out-of-range","","out-of-range","A",11.4,"",6.8,2891,742,11.6,63.3,1000,698782,2,"28",""
"297-PGF-20230413-5-wjcr",297,"2023-04-13T07:56:16.000Z","Groß_schwiesow","53.854917","12.0973021","6f10978b-3654-48fb-92fb-478b29e29c69",36,"",24,"B",0.3,"",7.6,"",9.2,"",21.9,"",5.6,"B",4.1,"",7.1,"",14.8,"D",10.1,"",6.8,1486,361,11.5,64.3,1000,691864,2,"",""
"297-PGF-20230413-6-udft",297,"2023-04-13T08:01:43.000Z","Groß_schwiesow","53.8550996","12.0966089","6f10978b-3654-48fb-92fb-478b29e29c69",61,"",51,"C",0.2,"",17.8,"",11.9,"",20.2,"",6.7,"C",3.2,"",5.6,"",16,"E",11.2,"",6.9,1721,447,11,63.4,1000,723537,4,"28,6",""
"297-PGF-20230413-7-bbxt",297,"2023-04-13T08:08:21.000Z","Groß_schwiesow","53.8554087","12.0959101","6f10978b-3654-48fb-92fb-478b29e29c69",50,"",28,"B",0.3,"",12.9,"",9.7,"",21.9,"",6.3,"C",3.7,"",6.4,"",14.1,"D",9.8,"",6.8,1237,294,11,65.2,1000,722060,4,"",""
"297-PGF-20230413-8-vbsu",297,"2023-04-13T08:16:38.000Z","Groß_schwiesow","53.8555917","12.095172","6f10978b-3654-48fb-92fb-478b29e29c69",46,"",46,"C",0.3,"",10.8,"",9.3,"",26.3,"",5.9,"B",4.6,"",7.9,"",15.7,"E",9.9,"",7,1947,522,10.8,66.3,1000,734089,4,"",""
"297-PGF-20230413-9-dtjk",297,"2023-04-13T08:19:40.000Z","Groß_schwiesow","53.8551604","12.0949937","6f10978b-3654-48fb-92fb-478b29e29c69",52,"",36,"B",0.3,"",16.9,"",10.9,"",20.7,"",6.3,"C",3.2,"",5.4,"",12.2,"D",10.4,"",7.3,1771,415,10.9,66.7,1000,737892,3,"",""
"297-PGF-20230413-10-lglg",297,"2023-04-13T08:23:01.000Z","Groß_schwiesow","53.8550027","12.0956787","6f10978b-3654-48fb-92fb-478b29e29c69",48,"",27,"B",0.2,"",12.2,"",13.8,"",21.2,"",6.7,"C",2.3,"",4,"",11.5,"D",13.3,"",7.4,2480,636,11,66.1,1000,761111,4,"",""
"297-PGF-20230413-11-uufs",297,"2023-04-13T08:29:04.000Z","Groß_schwiesow","53.8547017","12.0963191","6f10978b-3654-48fb-92fb-478b29e29c69",55,"",45,"C",0.2,"",27.5,"",11.2,"",20.4,"",6.8,"C",3.2,"",5.6,"",14.3,"D",12.1,"",7.3,1436,277,11.5,65.3,1000,753205,4,"28",""
"297-PGF-20230413-12-fipj",297,"2023-04-13T08:33:49.000Z","Groß_schwiesow","53.8544449","12.0968662","6f10978b-3654-48fb-92fb-478b29e29c69",115,"",106,"D",0.3,"",25,"",12.7,"",25.7,"",6.9,"C",3.3,"",5.6,"",12.6,"D",14.7,"",7.6,1560,373,10.9,64.9,1000,773102,4,"",""
"297-PGF-20230413-13-akye",297,"2023-04-13T08:39:13.000Z","Groß_schwiesow","53.8542969","12.0976675","6f10978b-3654-48fb-92fb-478b29e29c69",41,"",25,"B",0.3,"",6.5,"",8.7,"",21.8,"",5.7,"C",4.4,"",7.6,"",12.8,"D",9.5,"",7.3,2468,718,11,65.3,1000,764794,2,"",""
"297-PGF-20230413-14-evxg",297,"2023-04-13T08:43:51.000Z","Groß_schwiesow","53.8540411","12.0982437","6f10978b-3654-48fb-92fb-478b29e29c69",47,"",34,"B",0.3,"",14.7,"",10.5,"",22.7,"",6.3,"C",3.9,"",6.7,"",13.9,"D",10.8,"",7,1256,312,10.8,64.8,1000,780234,4,"",""
"297-PGF-20230413-15-hcva",297,"2023-04-13T08:46:54.000Z","Groß_schwiesow","53.8538518","12.0989427","6f10978b-3654-48fb-92fb-478b29e29c69",57,"",30,"B",0.3,"",15.3,"",12,"",21.8,"",6.7,"C",2.7,"",4.7,"",10.6,"D",12.5,"",7.1,1331,336,10.6,64.5,1000,785167,4,"",""
"297-PGF-20230413-16-wxgl",297,"2023-04-13T08:50:08.000Z","Groß_schwiesow","53.8535791","12.0995719","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",49,"C",0.2,"",18.1,"",15.3,"",20.7,"",7.1,"C",1.9,"",3.4,"",11.7,"D",16.7,"",7.2,3249,893,10.7,64.3,1000,796378,5,"",""
"297-PGF-20230413-17-vdbz",297,"2023-04-13T08:53:26.000Z","Groß_schwiesow","53.8532169","12.0990264","6f10978b-3654-48fb-92fb-478b29e29c69",112,"",97,"D",0.2,"",21.1,"",17.6,"",22.6,"",7.1,"C",2.5,"",4.3,"",12.3,"D",18.9,"",8.1,4498,1337,11.5,63.5,1000,798906,5,"",""
"297-PGF-20230413-18-mxiu",297,"2023-04-13T08:57:27.000Z","Groß_schwiesow","53.8535243","12.0981335","6f10978b-3654-48fb-92fb-478b29e29c69",63,"",63,"C",0.3,"",12.8,"",11.7,"",21.9,"",6.4,"C",2.6,"",4.5,"",9.7,"C",11.4,"",7.8,7255,2072,12.4,62.5,1000,781432,3,"",""
"297-PGF-20230413-19-qyem",297,"2023-04-13T09:02:09.000Z","Groß_schwiesow","53.8537737","12.0974538","6f10978b-3654-48fb-92fb-478b29e29c69",43,"",25,"B",0.4,"",8,"",8.9,"",26,"",5.8,"C",4.9,"",8.5,"",11.4,"D",10.4,"",7.6,3924,1055,12.6,61.8,1000,792989,2,"28,6",""
"297-PGF-20230413-20-lyfr",297,"2023-04-13T09:05:14.000Z","Groß_schwiesow","53.853983","12.096643","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",44,"B",0.2,"",13.3,"",13.7,"",21.3,"",6.7,"C",2.8,"",4.8,"",11.7,"D",13.7,"",8.1,4452,1174,12.7,61.5,1000,738224,4,"",""
"297-PGF-20230413-21-pgof",297,"2023-04-13T09:09:31.000Z","Groß_schwiesow","53.8542256","12.0958826","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.2,"",16,"",13.6,"",19.2,"",7.3,"D",1.6,"",2.8,"",10.6,"D",19.3,"",8.3,7282,1976,12.9,61.3,1000,778100,5,"",""
"297-PGF-20230413-22-edef",297,"2023-04-13T09:15:52.000Z","Groß_schwiesow","53.8544469","12.0952644","6f10978b-3654-48fb-92fb-478b29e29c69",51,"",24,"B",0.2,"",18.1,"",10.9,"",20.6,"",6.5,"C",3,"",5.2,"",13.2,"D",11.5,"",7.9,3877,1038,12.8,60.4,1000,792826,4,"6",""
"297-PGF-20230413-23-fwzv",297,"2023-04-13T09:19:40.000Z","Groß_schwiesow","53.854701","12.0947457","6f10978b-3654-48fb-92fb-478b29e29c69",44,"",37,"B",0.2,"",12.1,"",8.2,"",18.4,"",5.9,"B",3.4,"",5.8,"",14.4,"D",9.1,"",8,4081,1023,12.9,60.1,1000,804567,3,"",""
"297-PGF-20230413-24-uvvm",297,"2023-04-13T09:22:40.000Z","Groß_schwiesow","53.8549273","12.0941114","6f10978b-3654-48fb-92fb-478b29e29c69",52,"",52,"C",0.3,"",7.5,"",7.3,"",20.4,"",4.9,"B",3.9,"",6.8,"",15.5,"E",8.5,"",8.1,1932,404,12.8,60.8,1000,796864,2,"",""
"297-PGF-20230413-25-rvjb",297,"2023-04-13T09:26:01.000Z","Groß_schwiesow","53.8544675","12.0938184","6f10978b-3654-48fb-92fb-478b29e29c69",53,"",53,"C",0.2,"",12.1,"",7.5,"",19.5,"",5.1,"B",3.3,"",5.7,"",14.3,"D",7.1,"",8.3,2062,483,13,61.7,1000,781818,2,"",""
