"group_id","device_id","timestamp","paddockNames","lat","long","model_ref","Nmin [kg/ha]","Nmin - Nutrient class","NO3-N [kg/ha]","NO3-N - Nutrient class","N total [%]","N total - Nutrient class","P [mg/100g]","P - Nutrient class","K (beta) [mg/100g]","K (beta) - Nutrient class","Moisture [%]","Moisture - Nutrient class","pH ","pH - Nutrient class","SOC [%]","SOC - Nutrient class","SOM [%]","SOM - Nutrient class","C/N Ratio ","C/N Ratio - Nutrient class","Mg [mg/100g]","Mg - Nutrient class","Soil Temperature [°C]","Light (infrared) [lux]","Light (visible) [lux]","Air Temperature [°C]","Humidity [%]","Air Pressure [hPa]","Volatile organic compounds [ohm]","Soil texture class ","issue_classes","labels"
"297-PGF-20230121-65",297,"2023-01-21T14:46:34.000Z","Kassow_107","53.8681965","12.0826692","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",48,"C",0.1,"",8.1,"",11.3,"",16.2,"",6.4,"D",1.1,"",1.9,"",8.8,"C",8.5,"",1,43,10,3.6,73,1028,424013,2,"",""
"297-PGF-20230121-66",297,"2023-01-21T14:49:47.000Z","Kassow_107","53.8678403","12.0829113","6f10978b-3654-48fb-92fb-478b29e29c69",46,"",46,"C",0.1,"",6.7,"",12.3,"",17.4,"",6.7,"E",1,"",1.8,"",8.2,"C",9.1,"",1.6,46,10,3.6,73.1,1028,423400,2,"",""
"297-PGF-20230121-53",297,"2023-01-21T13:55:18.000Z","Kassow_107","53.8677256","12.0815369","6f10978b-3654-48fb-92fb-478b29e29c69",47,"",47,"C",0.1,"",6.1,"",12.3,"",17.8,"",6.7,"D",1.1,"",1.9,"",8.5,"C",8.5,"",0.9,401,107,3.8,72.8,1028,432727,2,"",""
"297-PGF-20230209-12-yyei",297,"2023-02-15T10:30:06.000Z","Kassow_107","53.8677136","12.0746324","6f10978b-3654-48fb-92fb-478b29e29c69",55,"",55,"C",0.1,"",5.9,"",12,"",15.4,"",6.8,"E",1.3,"",2.2,"",11.4,"D",7.4,"",7.1,948,270,12.9,52.8,1024,379059,2,"28",""
"297-PGF-20230215-2-tbkr",297,"2023-02-15T10:34:47.000Z","Kassow_107","53.8679115","12.0749465","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.1,"",7.6,"",13.3,"",16.6,"",6.8,"E",1.4,"",2.4,"",11.8,"D",6.5,"",1.8,962,282,9.2,61.9,1024,397471,2,"",""
"297-PGF-20230215-3-glmf",297,"2023-02-15T10:37:56.000Z","Kassow_107","53.8681383","12.0754326","6f10978b-3654-48fb-92fb-478b29e29c69",64,"",64,"C",0.1,"",4.2,"",11.6,"",16.1,"",6.6,"D",1.2,"",2.1,"",10.4,"D",6.8,"",1.7,1001,292,6.9,69.2,1024,410710,2,"",""
"297-PGF-20230215-4-lqdb",297,"2023-02-15T10:41:19.000Z","Kassow_107","53.8683437","12.0760162","6f10978b-3654-48fb-92fb-478b29e29c69",71,"",71,"C",0.1,"",5.2,"",13,"",17.7,"",6.7,"E",1.4,"",2.4,"",10.3,"D",7.1,"",1.7,811,244,5.9,73.1,1024,421576,2,"",""
"297-PGF-20230215-5-evhd",297,"2023-02-15T10:45:10.000Z","Kassow_107","53.8685208","12.076398","6f10978b-3654-48fb-92fb-478b29e29c69",66,"",66,"C",0.1,"",6.7,"",12.9,"",16.7,"",6.8,"E",1.3,"",2.2,"",9.9,"C",5.8,"",1.8,977,287,5.4,76.4,1024,411973,2,"",""
"297-PGF-20230215-6-zgre",297,"2023-02-15T10:48:24.000Z","Kassow_107","53.8683166","12.0767057","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",4,"",11.8,"",16.9,"",6.7,"D",1.2,"",2,"",9.9,"C",6.3,"",1.8,747,234,5,77.5,1024,422340,2,"",""
"297-PGF-20230215-8-nbno",297,"2023-02-15T10:54:25.000Z","Kassow_107","53.8678745","12.0771182","6f10978b-3654-48fb-92fb-478b29e29c69",94,"",94,"D",0.1,"",6,"",12.4,"",15.7,"",6.5,"D",1.2,"",2,"",10.6,"D",6.4,"",1.8,683,218,4.3,80.6,1024,426797,2,"",""
"297-PGF-20230215-7-ahsf",297,"2023-02-15T10:51:08.000Z","Kassow_107","53.8680814","12.076778","6f10978b-3654-48fb-92fb-478b29e29c69",83,"",83,"C",0.1,"",4.9,"",10.5,"",15.7,"",6.5,"D",1.1,"",2,"",10.8,"D",6.5,"",1.7,706,214,4.7,79,1024,419606,2,"",""
"297-PGF-20230215-9-cikl",297,"2023-02-15T10:57:09.000Z","Kassow_107","53.8676336","12.0774781","6f10978b-3654-48fb-92fb-478b29e29c69",83,"",83,"C",0.1,"",5.5,"",11.7,"",16.4,"",6.7,"D",1.2,"",2,"",9.8,"C",6.3,"",1.8,621,194,4.2,81.7,1024,429494,2,"",""
"297-PGF-20230215-10-igub",297,"2023-02-15T10:59:59.000Z","Kassow_107","53.8674469","12.0777738","6f10978b-3654-48fb-92fb-478b29e29c69",94,"",94,"D",0.1,"",3.1,"",11.6,"",17.3,"",6.5,"D",1.2,"",2.1,"",9.2,"C",8.2,"",1.7,551,176,4.1,81.8,1024,432734,2,"28",""
"297-PGF-20230215-11-jmpb",297,"2023-02-15T11:04:08.000Z","Kassow_107","53.8670047","12.0782041","6f10978b-3654-48fb-92fb-478b29e29c69",85,"",85,"C",0.1,"",4.5,"",13.8,"",16.8,"",6.5,"D",1.2,"",2,"",9.3,"C",7.8,"",1.8,592,188,4.1,83.2,1024,428669,2,"",""
"297-PGF-20230215-12-hllu",297,"2023-02-15T11:08:22.000Z","Kassow_107","53.8671846","12.0778511","6f10978b-3654-48fb-92fb-478b29e29c69",45,"",45,"B",0.1,"",6.1,"",14.8,"",17.4,"",7,"D",1.3,"",2.2,"",9.7,"C",9.1,"",2.1,682,210,4.1,84.1,1024,423925,3,"",""
"297-PGF-20230215-13-fmnc",297,"2023-02-15T11:11:30.000Z","Kassow_107","53.8674127","12.0774721","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.1,"",3.1,"",12.2,"",17,"",6.6,"D",1.2,"",2.1,"",9.7,"C",7.5,"",1.8,830,255,4,84.1,1024,426208,2,"",""
"297-PGF-20230215-14-ilzn",297,"2023-02-15T11:18:14.000Z","Kassow_107","53.8675715","12.0771679","6f10978b-3654-48fb-92fb-478b29e29c69",85,"",85,"D",0.1,"",4.4,"",11.7,"",16.3,"",6.4,"D",1.2,"",2.1,"",11.8,"D",7.9,"",1.7,739,225,4.1,83.9,1024,426430,2,"",""
"297-PGF-20230215-15-myyt",297,"2023-02-15T11:21:16.000Z","Kassow_107","53.867803","12.0767943","6f10978b-3654-48fb-92fb-478b29e29c69",92,"",92,"D",0.1,"",4.7,"",12.7,"",16.9,"",6.6,"D",1.2,"",2,"",9.8,"C",6.2,"",1.8,807,245,4.1,84.1,1024,429469,2,"",""
"297-PGF-20230215-16-abbj",297,"2023-02-15T11:24:34.000Z","Kassow_107","53.8680235","12.0763938","6f10978b-3654-48fb-92fb-478b29e29c69",77,"",77,"C",0.1,"",4.9,"",11.9,"",17,"",6.4,"D",1.3,"",2.2,"",10.4,"D",6.8,"",2.1,827,253,4.1,84,1024,436233,2,"",""
"297-PGF-20230215-17-yyml",297,"2023-02-15T11:27:54.000Z","Kassow_107","53.8682048","12.0758152","6f10978b-3654-48fb-92fb-478b29e29c69",80,"",80,"C",0.1,"",3.9,"",11.8,"",16.5,"",6.6,"D",1.1,"",1.9,"",9.7,"C",6.9,"",2,860,256,4.1,84.8,1024,435160,2,"",""
"297-PGF-20230215-18-mayd",297,"2023-02-15T11:30:59.000Z","Kassow_107","53.8680169","12.0761673","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",5.3,"",11,"",16.4,"",6.4,"D",1,"",1.8,"",11.2,"D",6.6,"",2.2,738,228,4,84.9,1024,438209,2,"",""
"297-PGF-20230215-19-plfz",297,"2023-02-15T11:34:16.000Z","Kassow_107","53.8677844","12.0765489","6f10978b-3654-48fb-92fb-478b29e29c69",71,"",71,"C",0.1,"",5.1,"",13.1,"",16.4,"",6.6,"D",1.2,"",2,"",8.9,"C",6.4,"",2.4,747,227,4.2,84.9,1024,437387,2,"",""
"297-PGF-20230215-20-eqck",297,"2023-02-15T11:38:07.000Z","Kassow_107","53.8674727","12.0770586","6f10978b-3654-48fb-92fb-478b29e29c69",71,"",71,"C",0.1,"",6.4,"",13.4,"",17.1,"",6.6,"D",1.2,"",2.1,"",9.5,"C",7,"",2.1,871,256,4.3,85.1,1024,434775,2,"",""
"297-PGF-20230215-21-rlkr",297,"2023-02-15T11:41:23.000Z","Kassow_107","53.867256","12.0774512","6f10978b-3654-48fb-92fb-478b29e29c69",53,"",53,"C",0.1,"",7.6,"",13.9,"",17.2,"",7.1,"D",1.2,"",2.1,"",10.4,"D",7.4,"",2.3,885,257,4.4,84.5,1024,437941,4,"",""
"297-PGF-20230215-22-ftqn",297,"2023-02-15T11:45:54.000Z","Kassow_107","53.8670312","12.0777718","6f10978b-3654-48fb-92fb-478b29e29c69",50,"",50,"C",0.1,"",7.9,"",14.3,"",18.1,"",7.1,"E",1.4,"",2.4,"",10.2,"D",8.9,"",2.5,811,236,4.4,84.7,1024,439224,3,"",""
"297-PGF-20230215-23-scee",297,"2023-02-15T11:49:39.000Z","Kassow_107","53.8665417","12.078109","6f10978b-3654-48fb-92fb-478b29e29c69",79,"",79,"C",0.1,"",3.6,"",11.8,"",15.8,"",6.5,"D",1.1,"",1.9,"",10.2,"D",6.6,"",2.6,1113,324,4.6,84.5,1024,437154,2,"",""
"297-PGF-20230215-24-nsru",297,"2023-02-15T11:53:11.000Z","Kassow_107","53.8668175","12.0776442","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.1,"",4.8,"",11.2,"",15.3,"",6.4,"D",1.1,"",1.9,"",11.7,"D",6.4,"",2.5,1080,315,4.7,84.8,1024,431229,2,"",""
"297-PGF-20230215-25-nmwg",297,"2023-02-15T11:56:27.000Z","Kassow_107","53.8670441","12.0772612","6f10978b-3654-48fb-92fb-478b29e29c69",80,"",80,"C",0.1,"",4.2,"",13.4,"",17.3,"",6.7,"D",1.2,"",2.1,"",9.4,"C",7.3,"",2.6,1182,346,4.8,84,1024,433241,2,"",""
"297-PGF-20230215-26-kqry",297,"2023-02-15T12:00:06.000Z","Kassow_107","53.8672901","12.0768574","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.1,"",6.1,"",11.1,"",14.6,"",6.6,"D",1.2,"",2,"",12,"D",5.5,"",2.8,867,245,4.9,84,1024,427121,2,"",""
"297-PGF-20230215-27-efwu",297,"2023-02-15T12:03:16.000Z","Kassow_107","53.8675182","12.0764739","6f10978b-3654-48fb-92fb-478b29e29c69",82,"",82,"C",0.1,"",6.2,"",12.8,"",16,"",6.4,"D",1.2,"",2,"",10,"D",9.2,"",2.8,771,224,4.9,83.9,1024,427167,2,"",""
"297-PGF-20230215-28-knpi",297,"2023-02-15T12:06:36.000Z","Kassow_107","53.8678433","12.0759256","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",4.1,"",12,"",16.2,"",6.5,"D",1,"",1.7,"",10.2,"D",6.4,"",2.8,802,239,5,84,1024,422118,2,"",""
"297-PGF-20230215-29-gbau",297,"2023-02-15T12:23:47.000Z","Kassow_107","53.867964","12.0752732","6f10978b-3654-48fb-92fb-478b29e29c69",83,"",83,"C",0.1,"",3.2,"",13.6,"",17.1,"",6.6,"D",1.1,"",2,"",9,"C",7.5,"",2.4,850,249,4.7,84.9,1023,430544,2,"",""
"297-PGF-20230215-30-jrbg",297,"2023-02-15T12:26:51.000Z","Kassow_107","53.8677912","12.0755803","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",49,"C",0.1,"",6.7,"",13.9,"",18.1,"",6.9,"D",1.1,"",1.9,"",9.2,"C",7.5,"",2.9,1010,296,4.9,84.4,1023,427115,3,"",""
"297-PGF-20230215-31-hzmo",297,"2023-02-15T12:29:46.000Z","Kassow_107","53.8675137","12.0760847","6f10978b-3654-48fb-92fb-478b29e29c69",73,"",73,"C",0.1,"",4.9,"",12.4,"",17.9,"",6.7,"E",1.2,"",2.1,"",9.2,"C",7.3,"",3,844,248,5,84,1023,432420,2,"",""
"297-PGF-20230215-32-zxam",297,"2023-02-15T12:33:12.000Z","Kassow_107","53.8672561","12.0765142","6f10978b-3654-48fb-92fb-478b29e29c69",87,"",87,"D",0.1,"",4,"",11.1,"",16.5,"",6.6,"D",1.1,"",2,"",9.7,"C",6.4,"",3,852,251,5,83.9,1023,430040,2,"",""
"297-PGF-20230215-33-ntki",297,"2023-02-15T12:36:35.000Z","Kassow_107","53.8669458","12.0770409","6f10978b-3654-48fb-92fb-478b29e29c69",74,"",74,"C",0.1,"",5.3,"",10.3,"",15.8,"",6.3,"C",1.2,"",2.1,"",10.6,"D",6.4,"",3.1,691,202,5,83.9,1023,421160,2,"",""
"297-PGF-20230215-34-rawm",297,"2023-02-15T12:40:03.000Z","Kassow_107","53.8666606","12.0775078","6f10978b-3654-48fb-92fb-478b29e29c69",81,"",81,"C",0.1,"",6,"",10.6,"",15.8,"",6.4,"D",1.3,"",2.2,"",12.6,"D",6.5,"",3,664,199,5,84,1023,422171,2,"",""
"297-PGF-20230215-35-bxyc",297,"2023-02-15T12:44:15.000Z","Kassow_107","53.8663832","12.0776971","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",4.4,"",13.5,"",15.3,"",6.6,"D",1.1,"",2,"",10.9,"D",6.8,"",3.1,693,207,5,83.8,1023,426506,2,"",""
"297-PGF-20230215-36-anai",297,"2023-02-15T12:48:03.000Z","Kassow_107","53.8667064","12.0771377","6f10978b-3654-48fb-92fb-478b29e29c69",78,"",78,"C",0.1,"",5,"",11.3,"",15.9,"",6.4,"D",1.2,"",2,"",9.9,"C",6.6,"",3,575,167,5,83.9,1023,428982,2,"",""
"297-PGF-20230215-37-ujbr",297,"2023-02-15T12:52:46.000Z","Kassow_107","53.8670312","12.0765735","6f10978b-3654-48fb-92fb-478b29e29c69",45,"",45,"B",0.1,"",7.5,"",13.1,"",18.1,"",7,"D",1.3,"",2.2,"",9.6,"C",9,"",3.1,699,207,5,83.7,1023,431602,3,"",""
"297-PGF-20230215-38-uadc",297,"2023-02-15T12:57:03.000Z","Kassow_107","53.8672616","12.0762162","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.1,"",5.3,"",12.3,"",16.2,"",6.6,"D",1.1,"",1.9,"",9.6,"C",6.9,"",2.9,751,217,5.2,83.8,1023,422714,2,"",""
"297-PGF-20230215-39-aihi",297,"2023-02-15T13:00:17.000Z","Kassow_107","53.8675439","12.0757489","6f10978b-3654-48fb-92fb-478b29e29c69",73,"",73,"C",0.1,"",4.8,"",12.2,"",16.3,"",6.5,"D",1.1,"",2,"",9.9,"C",7.6,"",3.1,751,220,5.4,83.2,1023,425928,2,"",""
"297-PGF-20230215-41-ikaa",297,"2023-02-15T13:07:45.000Z","Kassow_107","53.867674","12.0750265","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.1,"",4.7,"",12.9,"",17.3,"",6.8,"D",1.2,"",2.1,"",9.2,"C",7.6,"",3.1,619,183,5.1,83.5,1023,427085,3,"28",""
"297-PGF-20230215-40-nleb",297,"2023-02-15T13:03:24.000Z","Kassow_107","53.8677914","12.0753347","6f10978b-3654-48fb-92fb-478b29e29c69",43,"",43,"B",0.1,"",6.6,"",14,"",17.9,"",7,"D",1.1,"",1.9,"",9,"C",7.2,"",3,690,199,5.2,83.2,1023,435745,3,"",""
"297-PGF-20230215-42-pdqo",297,"2023-02-15T13:11:27.000Z","Kassow_107","53.8674228","12.0754334","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",3.3,"",11.9,"",16,"",6.7,"E",1,"",1.8,"",8.8,"C",7.4,"",3.2,595,176,5.1,83.6,1023,425217,2,"",""
"297-PGF-20230215-43-ubbf",297,"2023-02-15T13:14:26.000Z","Kassow_107","53.8671852","12.0758532","6f10978b-3654-48fb-92fb-478b29e29c69",74,"",74,"C",0.1,"",4.2,"",11.4,"",16.5,"",6.4,"D",1.3,"",2.2,"",10.5,"D",6.8,"",3.2,674,199,5.1,83.7,1023,430181,2,"",""
"297-PGF-20230215-44-pxcn",297,"2023-02-15T13:18:44.000Z","Kassow_107","53.8667875","12.0765587","6f10978b-3654-48fb-92fb-478b29e29c69",48,"",48,"C",0.1,"",8,"",15.5,"",18.8,"",7,"D",1.3,"",2.3,"",9.6,"C",10.6,"",3.3,673,196,5.2,83.8,1023,430914,4,"",""
"297-PGF-20230215-45-zviw",297,"2023-02-15T13:22:11.000Z","Kassow_107","53.8664515","12.077115","6f10978b-3654-48fb-92fb-478b29e29c69",77,"",77,"C",0.1,"",5.7,"",12.6,"",16,"",6.6,"D",1.3,"",2.3,"",11.1,"D",7.4,"",3.1,595,174,5.4,83.1,1023,427629,2,"",""
"297-PGF-20230215-46-sgmw",297,"2023-02-15T13:25:46.000Z","Kassow_107","53.8662293","12.0773037","6f10978b-3654-48fb-92fb-478b29e29c69",82,"",82,"C",0.1,"",5.3,"",12.3,"",15.2,"",6.5,"D",1.1,"",1.9,"",10.2,"D",6.7,"",2.9,635,183,5.3,83.2,1023,429605,2,"",""
"297-PGF-20230215-47-mngf",297,"2023-02-15T13:30:02.000Z","Kassow_107","53.8665254","12.0767161","6f10978b-3654-48fb-92fb-478b29e29c69",83,"",83,"C",0.1,"",5.2,"",12.4,"",17,"",6.6,"D",1.3,"",2.3,"",9.5,"C",8.6,"",3.1,780,231,5.4,82.9,1023,437157,2,"",""
"297-PGF-20230215-48-jlox",297,"2023-02-15T13:33:38.000Z","Kassow_107","53.8667727","12.0762273","6f10978b-3654-48fb-92fb-478b29e29c69",41,"",41,"B",0.1,"",6.7,"",16.9,"",18.5,"",7.1,"D",1.2,"",2.1,"",12.7,"D",11.2,"",3.4,738,219,5.4,82.5,1023,437055,4,"",""
"297-PGF-20230215-49-viwh",297,"2023-02-15T13:37:11.000Z","Kassow_107","53.8669984","12.0757867","6f10978b-3654-48fb-92fb-478b29e29c69",60,"",60,"C",0.1,"",4.8,"",12,"",16.3,"",6.6,"D",1.1,"",1.8,"",9.5,"C",7.2,"",3.2,612,184,5.5,82,1023,441177,2,"",""
"297-PGF-20230215-50-nvxu",297,"2023-02-15T13:40:51.000Z","Kassow_107","53.8672086","12.0754283","6f10978b-3654-48fb-92fb-478b29e29c69",78,"",78,"C",0.1,"",5.9,"",12,"",15.7,"",6.6,"D",1.1,"",1.9,"",9.5,"C",6.2,"",3.2,596,180,5.5,81.9,1023,441579,2,"",""
"297-PGF-20230215-51-dyqw",297,"2023-02-15T13:44:17.000Z","Kassow_107","53.8674168","12.0750664","6f10978b-3654-48fb-92fb-478b29e29c69",74,"",74,"C",0.1,"",4,"",12.6,"",16.2,"",6.6,"D",1.1,"",1.9,"",10.8,"D",6.5,"",3.3,620,182,5.4,81.9,1023,439901,2,"",""
"297-PGF-20230215-53-kife",297,"2023-02-15T14:13:06.000Z","Kassow_107","53.8678679","12.0789521","6f10978b-3654-48fb-92fb-478b29e29c69",77,"",77,"C",0.1,"",4,"",12.4,"",17,"",6.6,"D",1.2,"",2.1,"",10.4,"D",6.8,"",3.1,646,194,4.9,83.2,1022,437487,2,"",""
"297-PGF-20230215-54-zmsi",297,"2023-02-15T14:17:03.000Z","Kassow_107","53.8676186","12.0793824","6f10978b-3654-48fb-92fb-478b29e29c69",84,"",84,"C",0.1,"",4.3,"",12,"",16.8,"",6.7,"D",1.1,"",1.9,"",9.1,"C",6.9,"",3.2,502,156,5,83.8,1022,433764,2,"",""
"297-PGF-20230215-52-xrai",297,"2023-02-15T14:09:09.000Z","Kassow_107","53.8681032","12.0785344","6f10978b-3654-48fb-92fb-478b29e29c69",78,"",78,"C",0.1,"",4.9,"",12.4,"",16.7,"",6.4,"D",1.3,"",2.2,"",11.9,"D",6.3,"",3.4,482,146,5,83,1022,443386,2,"",""
"297-PGF-20230215-55-vwwr",297,"2023-02-15T14:20:51.000Z","Kassow_107","53.8674171","12.0797409","6f10978b-3654-48fb-92fb-478b29e29c69",85,"",85,"C",0.1,"",3.8,"",11.2,"",16.7,"",6.6,"D",1.1,"",2,"",9,"C",7.2,"",3.2,400,122,5,83.3,1022,436019,2,"",""
"297-PGF-20230215-56-qdit",297,"2023-02-15T14:24:27.000Z","Kassow_107","53.8672342","12.0800658","6f10978b-3654-48fb-92fb-478b29e29c69",79,"",79,"C",0.1,"",5.1,"",12.8,"",16.7,"",6.7,"D",1.2,"",2.1,"",8.9,"C",6.2,"",3.2,456,134,5,83,1023,437558,2,"",""
"297-PGF-20230215-57-pdvm",297,"2023-02-15T14:27:24.000Z","Kassow_107","53.8669972","12.0805021","6f10978b-3654-48fb-92fb-478b29e29c69",61,"",61,"C",0.1,"",5.1,"",14.1,"",17,"",6.9,"D",1.3,"",2.2,"",9.1,"C",8.1,"",3.2,479,138,5.1,82.7,1022,439946,3,"",""
"297-PGF-20230215-58-bjfd",297,"2023-02-15T14:32:30.000Z","Kassow_107","53.867028","12.0811467","6f10978b-3654-48fb-92fb-478b29e29c69",79,"",79,"C",0.1,"",4.2,"",12.4,"",16.4,"",6.6,"D",1.2,"",2,"",9.6,"C",6.4,"",3.3,410,119,5.1,83.1,1022,432659,2,"",""
"297-PGF-20230215-59-ahsg",297,"2023-02-15T14:36:01.000Z","Kassow_107","53.8672741","12.0807955","6f10978b-3654-48fb-92fb-478b29e29c69",77,"",77,"C",0.1,"",5.1,"",10.7,"",15.1,"",6.5,"D",1.1,"",2,"",11.3,"D",6.1,"",3.4,328,97,5.2,83.3,1022,430531,2,"",""
"297-PGF-20230215-60-sdbf",297,"2023-02-15T14:39:10.000Z","Kassow_107","53.8675145","12.0803912","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.1,"",4.6,"",10.5,"",16.6,"",6.6,"D",1.1,"",1.9,"",9.4,"C",6.9,"",3.4,354,107,5.2,82.8,1023,435028,2,"",""
"297-PGF-20230215-61-zdkd",297,"2023-02-15T14:42:33.000Z","Kassow_107","53.8677817","12.0799407","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.1,"",5.3,"",12.6,"",17.8,"",6.7,"E",1.2,"",2.1,"",8.9,"C",7.2,"",3.3,454,129,5.1,82.5,1022,440199,2,"",""
"297-PGF-20230215-62-bmrr",297,"2023-02-15T14:45:55.000Z","Kassow_107","53.8680177","12.0795255","6f10978b-3654-48fb-92fb-478b29e29c69",73,"",73,"C",0.1,"",4.5,"",13.1,"",17.2,"",6.5,"D",1.1,"",2,"",9.7,"C",6.9,"",3.5,406,118,5.2,82.5,1022,442851,2,"",""
"297-PGF-20230215-63-qgyx",297,"2023-02-15T14:49:37.000Z","Kassow_107","53.8683107","12.0790527","6f10978b-3654-48fb-92fb-478b29e29c69",66,"",66,"C",0.1,"",4.9,"",11.8,"",15.6,"",6.5,"D",1.1,"",1.9,"",10.8,"D",6.2,"",3.5,346,101,5.2,82.7,1022,438894,2,"",""
"297-PGF-20230215-65-sihj",297,"2023-02-15T14:57:34.000Z","Kassow_107","53.8682574","12.0799008","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.1,"",4.8,"",12.5,"",16.3,"",6.6,"D",1.2,"",2,"",9.7,"C",6.4,"",3.3,234,71,5,83.1,1023,442064,2,"",""
"297-PGF-20230215-64-bitq",297,"2023-02-15T14:53:29.000Z","Kassow_107","53.8685182","12.0794928","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.1,"",2.7,"",10.9,"",16.5,"",6.5,"D",1,"",1.7,"",8.6,"C",7.7,"",3.3,265,80,5.1,82.5,1022,442799,2,"",""
"297-PGF-20230215-66-tuvt",297,"2023-02-15T15:01:34.000Z","Kassow_107","53.8680134","12.0803057","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",5.3,"",12.7,"",15.5,"",6.7,"D",1,"",1.8,"",8.6,"C",6.7,"",3.3,278,87,4.9,83.8,1022,438141,2,"",""
"297-PGF-20230215-67-hoyb",297,"2023-02-15T15:04:58.000Z","Kassow_107","53.8677701","12.0807124","6f10978b-3654-48fb-92fb-478b29e29c69",97,"",97,"D",0.1,"",4.6,"",10.5,"",15.3,"",6.4,"D",1.1,"",1.8,"",11.9,"D",6.1,"",3.3,232,72,4.9,84.1,1023,433714,2,"",""
"297-PGF-20230215-68-xrmy",297,"2023-02-15T15:08:38.000Z","Kassow_107","53.8674959","12.0811678","6f10978b-3654-48fb-92fb-478b29e29c69",64,"",64,"C",0.1,"",4,"",14.8,"",17.2,"",6.9,"E",1.1,"",2,"",8,"C",8.4,"",3.3,241,73,4.9,83.9,1022,435996,2,"",""
"297-PGF-20230215-69-jitx",297,"2023-02-15T15:13:16.000Z","Kassow_107","53.8675106","12.0818691","6f10978b-3654-48fb-92fb-478b29e29c69",87,"",87,"D",0.1,"",5.2,"",12.2,"",16.1,"",6.6,"D",1.2,"",2.1,"",9.6,"C",6.9,"",3.4,264,77,4.9,83.8,1022,432746,2,"",""
"297-PGF-20230215-70-uesp",297,"2023-02-15T15:16:34.000Z","Kassow_107","53.8677809","12.081424","6f10978b-3654-48fb-92fb-478b29e29c69",65,"",65,"C",0.1,"",4.6,"",12,"",16.6,"",6.5,"D",1.2,"",2,"",9.8,"C",7.3,"",3.3,246,72,4.9,83.6,1022,436180,2,"",""
"297-PGF-20230215-71-goux",297,"2023-02-15T15:19:26.000Z","Kassow_107","53.8680346","12.0810247","6f10978b-3654-48fb-92fb-478b29e29c69",70,"",70,"C",0.1,"",3.9,"",12.3,"",17.3,"",6.8,"E",1.2,"",2.1,"",8.3,"C",6.9,"",3.4,247,76,4.9,83.5,1022,435788,2,"",""
"297-PGF-20230215-72-tjbi",297,"2023-02-15T15:22:54.000Z","Kassow_107","53.8682903","12.0806018","6f10978b-3654-48fb-92fb-478b29e29c69",74,"",74,"C",0.1,"",3.9,"",11,"",16.5,"",6.5,"D",1.1,"",1.9,"",9.9,"C",8.1,"",3.4,186,54,4.8,83.8,1022,434852,2,"",""
"297-PGF-20230215-73-qfro",297,"2023-02-15T15:26:33.000Z","Kassow_107","53.8685381","12.0801934","6f10978b-3654-48fb-92fb-478b29e29c69",86,"",86,"D",0.1,"",3.7,"",11.2,"",16,"",6.7,"D",1.1,"",1.8,"",9.2,"C",6.2,"",3.5,179,51,4.9,84.1,1022,424183,2,"",""
"297-PGF-20230215-74-nvlw",297,"2023-02-15T15:29:55.000Z","Kassow_107","53.8687778","12.0797708","6f10978b-3654-48fb-92fb-478b29e29c69",83,"",83,"C",0.1,"",5.8,"",10.6,"",15.5,"",6.3,"C",1.2,"",2,"",11.3,"D",7.2,"",3.4,177,51,4.9,84.1,1022,427101,2,"",""
"297-PGF-20230215-75-ikvg",297,"2023-02-15T15:32:51.000Z","Kassow_107","53.8689591","12.0801426","6f10978b-3654-48fb-92fb-478b29e29c69",78,"",78,"C",0.1,"",4.4,"",10.2,"",16,"",6.4,"D",1.1,"",1.8,"",10.2,"D",7,"",3.5,175,50,4.8,84.3,1022,431993,2,"",""
"297-PGF-20230215-76-dmmz",297,"2023-02-15T15:36:17.000Z","Kassow_107","53.8686954","12.0805202","6f10978b-3654-48fb-92fb-478b29e29c69",77,"",77,"C",0.1,"",3.8,"",12.7,"",17.3,"",6.5,"D",1.3,"",2.2,"",9.7,"C",7.2,"",3.3,171,48,4.7,84.5,1022,431734,2,"",""
