"group_id","device_id","timestamp","paddockNames","lat","long","model_ref","Nmin [kg/ha]","Nmin - Nutrient class","NO3-N [kg/ha]","NO3-N - Nutrient class","N total [%]","N total - Nutrient class","P [mg/100g]","P - Nutrient class","K (beta) [mg/100g]","K (beta) - Nutrient class","Moisture [%]","Moisture - Nutrient class","pH ","pH - Nutrient class","SOC [%]","SOC - Nutrient class","SOM [%]","SOM - Nutrient class","C/N Ratio ","C/N Ratio - Nutrient class","Mg [mg/100g]","Mg - Nutrient class","Soil Temperature [°C]","Light (infrared) [lux]","Light (visible) [lux]","Air Temperature [°C]","Humidity [%]","Air Pressure [hPa]","Volatile organic compounds [ohm]","Soil texture class ","issue_classes","labels"
"297-PGF-20221109-10",297,"2022-11-09T10:51:02.000Z","Kassow_107","53.8680279","12.0764679","a51003b9-c769-417c-ab66-db562e2fb587",57,"",41,"B",0.1,"",7.4,"",9,"",12.1,"",6.4,"D",1.1,"",1.8,"",12.5,"D",5.3,"",11.6,730,214,16.9,60.8,1005,127023,2,"",""
"297-PGF-20221109-9",297,"2022-11-09T10:45:49.000Z","Kassow_107","53.8679013","12.0759004","a51003b9-c769-417c-ab66-db562e2fb587",57,"",46,"C",0.1,"",7.7,"",9.2,"",12.1,"",6.5,"D",0.9,"",1.5,"",12.1,"D",5.9,"",11.6,2421,697,17.6,60,1005,121730,2,"",""
"297-PGF-20221109-18",297,"2022-11-09T11:28:57.000Z","Kassow_107","53.8676983","12.0793411","a51003b9-c769-417c-ab66-db562e2fb587",56,"",28,"B",0.1,"",7.9,"",10.1,"",12.1,"",6.4,"D",1.1,"",1.9,"",13.1,"D",6.1,"",11.4,918,239,16.5,65.7,1005,124611,2,"",""
"297-PGF-20221109-19",297,"2022-11-09T11:32:57.000Z","Kassow_107","53.8674157","12.0798868","a51003b9-c769-417c-ab66-db562e2fb587",78,"",50,"C",0.1,"",7.8,"",9.8,"",13.5,"",6.2,"C",1.3,"",2.2,"",10.5,"D",7.3,"",11.3,686,180,16.4,64.4,1005,127456,2,"",""
"297-PGF-20221109-20",297,"2022-11-09T11:36:21.000Z","Kassow_107","53.867162","12.0804776","a51003b9-c769-417c-ab66-db562e2fb587",61,"",61,"C",0.1,"",8.1,"",9.1,"",10.3,"",6.3,"D",0.9,"",1.6,"",10.4,"D",5.7,"",11.4,520,138,16.2,65,1005,129448,2,"",""
"297-PGF-20221109-16",297,"2022-11-09T11:17:28.000Z","Kassow_107","53.8675713","12.0749836","a51003b9-c769-417c-ab66-db562e2fb587",70,"",54,"C",0.1,"",6.6,"",11.2,"",11.1,"",6.5,"D",1,"",1.8,"",14.4,"D",8,"",11.7,1108,299,16.8,62.2,1005,126553,2,"",""
"297-PGF-20221109-22",297,"2022-11-09T11:42:57.000Z","Kassow_107","53.8672521","12.0816873","a51003b9-c769-417c-ab66-db562e2fb587",68,"",54,"C",0.1,"",7.8,"",13,"",11.7,"",6.6,"D",0.9,"",1.6,"",13.1,"D",6.9,"",11.5,507,148,16.1,66.1,1005,127381,2,"",""
"297-PGF-20221109-17",297,"2022-11-09T11:25:27.000Z","Kassow_107","53.8679705","12.0788012","a51003b9-c769-417c-ab66-db562e2fb587",60,"",54,"C",0.1,"",6.3,"",9.2,"",10.1,"",6.2,"C",0.8,"",1.3,"",10.6,"D",5.6,"",12.1,976,272,16.5,64.5,1005,127329,2,"",""
"297-PGF-20221109-13",297,"2022-11-09T11:04:46.000Z","Kassow_107","53.8668597","12.0779195","a51003b9-c769-417c-ab66-db562e2fb587",66,"",66,"C",0.1,"",7.7,"",12.2,"",10.9,"",6.5,"D",1,"",1.8,"",14.1,"D",8,"",11.6,807,243,16,64.1,1005,127350,2,"",""
"297-PGF-20221109-14",297,"2022-11-09T11:09:05.000Z","Kassow_107","53.8665234","12.0766601","a51003b9-c769-417c-ab66-db562e2fb587",53,"",50,"C",0.1,"",8.3,"",10.1,"",10.3,"",6.5,"D",0.9,"",1.5,"",14.8,"D",6.5,"",11.6,1397,408,16.3,63.1,1005,130636,2,"",""
"297-PGF-20221109-15",297,"2022-11-09T11:12:40.000Z","Kassow_107","53.8668531","12.0761357","a51003b9-c769-417c-ab66-db562e2fb587",110,"",92,"D",0.1,"",8,"",14.4,"",15.2,"",7,"C",1.1,"",1.9,"",13,"D",12.1,"",11.5,1262,369,16.8,61.6,1005,129443,4,"",""
"297-PGF-20221109-21",297,"2022-11-09T11:39:21.000Z","Kassow_107","53.8669194","12.081107","a51003b9-c769-417c-ab66-db562e2fb587",50,"",42,"B",0.1,"",7.2,"",9.6,"",10.8,"",6.4,"D",0.9,"",1.5,"",14.1,"D",6.6,"",11.4,461,122,16.1,65.2,1005,128869,2,"",""
"297-PGF-20221109-24",297,"2022-11-09T11:51:21.000Z","Kassow_107","53.8679368","12.0804176","a51003b9-c769-417c-ab66-db562e2fb587",45,"",40,"B",0,"",7,"",8.8,"",10.8,"",6.4,"D",0.8,"",1.4,"",17.2,"E",4.9,"",11.6,640,202,15.9,66.2,1005,131209,2,"",""
"297-PGF-20221109-23",297,"2022-11-09T11:47:09.000Z","Kassow_107","53.867613","12.0810709","a51003b9-c769-417c-ab66-db562e2fb587",63,"",63,"C",0.1,"",6.2,"",11.1,"",11.4,"",6.4,"D",0.9,"",1.6,"",12.1,"D",7,"",11.8,784,236,16.1,65.6,1005,131072,2,"",""
"297-PGF-20221109-26",297,"2022-11-09T11:59:54.000Z","Kassow_107","53.8685562","12.0792691","a51003b9-c769-417c-ab66-db562e2fb587",64,"",41,"B",0.1,"",7.8,"",10.7,"",10.8,"",6.4,"D",0.8,"",1.4,"",14.9,"D",5.9,"",11.8,1641,449,16.7,65,1005,129081,2,"",""
"297-PGF-20221109-25",297,"2022-11-09T11:55:20.000Z","Kassow_107","53.8682541","12.0797919","a51003b9-c769-417c-ab66-db562e2fb587",55,"",54,"C",0.1,"",8,"",9.1,"",10.3,"",6.5,"D",0.8,"",1.4,"",11.2,"D",6.8,"",11.8,3582,977,16.2,66.2,1005,131028,2,"",""
"297-PGF-20221109-27",297,"2022-11-09T12:03:18.000Z","Kassow_107","53.8689231","12.0800817","a51003b9-c769-417c-ab66-db562e2fb587",67,"",67,"C",0.1,"",8.2,"",9.9,"",10.9,"",6.2,"C",1.1,"",1.9,"",9.7,"C",8.8,"",11.9,1347,246,17.1,64.6,1005,125577,2,"",""
"297-PGF-20221109-28",297,"2022-11-09T12:06:32.000Z","Kassow_107","53.8686817","12.0805035","a51003b9-c769-417c-ab66-db562e2fb587",53,"",31,"B",0.1,"",6.6,"",8.9,"",11.1,"",6.4,"D",1.1,"",1.8,"",12.5,"D",6,"",11.7,2476,706,17.3,64.6,1005,126895,2,"",""
"297-PGF-20221109-30",297,"2022-11-09T12:14:39.000Z","Kassow_107","53.8681092","12.081566","a51003b9-c769-417c-ab66-db562e2fb587",47,"",47,"C",0.1,"",7,"",8.5,"",9.8,"",6.3,"C",0.9,"",1.5,"",12.2,"D",5.6,"",11.5,821,225,16.7,63.5,1005,133449,2,"",""
"297-PGF-20221109-29",297,"2022-11-09T12:10:27.000Z","Kassow_107","53.8683692","12.0810284","a51003b9-c769-417c-ab66-db562e2fb587",54,"",54,"C",0.1,"",8,"",11.2,"",11.4,"",6.5,"D",0.9,"",1.5,"",12.5,"D",6.7,"",11.9,1384,325,17.3,62.9,1005,129210,2,"",""
"297-PGF-20221109-31",297,"2022-11-09T12:18:37.000Z","Kassow_107","53.8678482","12.0822831","a51003b9-c769-417c-ab66-db562e2fb587",55,"",37,"B",0.1,"",5.7,"",8.4,"",10.9,"",6.4,"D",0.9,"",1.5,"",16.3,"E",4.3,"",11.6,902,235,16.4,65.1,1005,130360,2,"",""
"297-PGF-20221109-32",297,"2022-11-09T12:22:23.000Z","Kassow_107","53.868176","12.0828187","a51003b9-c769-417c-ab66-db562e2fb587",48,"",48,"C",0.1,"",8.4,"",8.8,"",10.2,"",6.3,"D",0.9,"",1.6,"",14.9,"D",4.9,"",11.7,658,171,16.3,64.7,1005,132940,2,"",""
"297-PGF-20221109-33",297,"2022-11-09T12:26:51.000Z","Kassow_107","53.8685282","12.0819955","a51003b9-c769-417c-ab66-db562e2fb587",55,"",55,"C",0.1,"",9,"",9.1,"",9.9,"",6.4,"D",0.9,"",1.6,"",9.9,"C",5.4,"",11.9,481,129,16.2,64.5,1005,135534,2,"",""
"297-PGF-20221109-34",297,"2022-11-09T12:31:02.000Z","Kassow_107","53.868898","12.0813031","a51003b9-c769-417c-ab66-db562e2fb587",68,"",55,"C",0.1,"",7.6,"",11.1,"",12.6,"",6.4,"D",0.9,"",1.6,"",11.1,"D",7.1,"",11.7,625,143,16.2,66,1005,131972,2,"",""
"297-PGF-20221109-35",297,"2022-11-09T12:36:43.000Z","Kassow_107","53.869211","12.0805694","a51003b9-c769-417c-ab66-db562e2fb587",59,"",54,"C",0.1,"",6.7,"",9.6,"",11.6,"",6.3,"D",0.9,"",1.5,"",12.8,"D",6.6,"",11.3,966,250,16.1,64.4,1005,138893,2,"",""
"297-PGF-20221209-1",297,"2022-12-09T11:14:12.000Z","Kassow_107","53.8676351","12.0746653","a51003b9-c769-417c-ab66-db562e2fb587",45,"",32,"B",0.1,"",12.1,"",12.9,"",15.9,"",6.6,"D",1.3,"",2.3,"",16.6,"E",7,"",1.7,609,162,5,59.2,1005,274807,2,"",""
"297-PGF-20221209-2",297,"2022-12-09T11:22:57.000Z","Kassow_107","53.8674938","12.0749245","a51003b9-c769-417c-ab66-db562e2fb587",73,"",73,"C",0.1,"",6.2,"",15.3,"",16.9,"",6.7,"D",1.2,"",2.1,"",12.8,"D",7.5,"",1.4,539,144,2.7,65.7,1005,288419,2,"",""
"297-PGF-20221209-3",297,"2022-12-09T11:28:57.000Z","Kassow_107","53.8672257","12.0753342","a51003b9-c769-417c-ab66-db562e2fb587",71,"",71,"C",0.1,"",8.5,"",13,"",15.2,"",6.4,"D",1.1,"",1.8,"",11.8,"D",6.3,"",0.9,489,129,2.2,68.5,1005,289213,2,"",""
"297-PGF-20221209-5",297,"2022-12-09T11:34:37.000Z","Kassow_107","53.866942","12.0759553","a51003b9-c769-417c-ab66-db562e2fb587",46,"",46,"C",0.1,"",5.6,"",17,"",18.9,"",6.9,"C",1.1,"",1.9,"",11,"D",9.1,"",0.4,644,176,1.7,71.2,1005,290900,4,"",""
"297-PGF-20221209-6",297,"2022-12-09T11:36:23.000Z","Kassow_107","53.8667223","12.0763356","a51003b9-c769-417c-ab66-db562e2fb587",48,"",48,"C",0.1,"",4.6,"",17,"",19.3,"",7,"C",1.2,"",2.2,"",12.9,"D",10.6,"",0.8,653,174,1.6,71.6,1005,293712,4,"28",""
"297-PGF-20221209-4",297,"2022-12-09T11:31:21.000Z","Kassow_107","53.867075","12.0756537","a51003b9-c769-417c-ab66-db562e2fb587",78,"",78,"C",0.1,"",6.7,"",11,"",14.6,"",6.5,"D",1,"",1.6,"",13.4,"D",5.6,"",0.6,622,170,1.8,70.3,1005,286774,2,"",""
"297-PGF-20221209-8",297,"2022-12-09T11:43:34.000Z","Kassow_107","53.8665035","12.0773243","a51003b9-c769-417c-ab66-db562e2fb587",89,"",89,"D",0.1,"",6.2,"",13.7,"",16.9,"",6.5,"D",1.2,"",2,"",11.6,"D",7.4,"",1.2,631,168,1.2,73.4,1005,292851,2,"",""
"297-PGF-20221209-7",297,"2022-12-09T11:39:13.000Z","Kassow_107","53.8665","12.0768613","a51003b9-c769-417c-ab66-db562e2fb587",78,"",78,"C",0.1,"",7.1,"",15.2,"",16.8,"",6.7,"E",1.1,"",1.8,"",11.6,"D",6.7,"",0.9,594,156,1.3,72.3,1005,295284,2,"",""
"297-PGF-20221209-9",297,"2022-12-09T11:47:44.000Z","Kassow_107","53.8666967","12.0771729","a51003b9-c769-417c-ab66-db562e2fb587",93,"",93,"D",0.1,"",4.8,"",14.4,"",17.1,"",6.1,"C",1.2,"",2.1,"",12.4,"D",8.5,"",1,608,159,1.1,74.3,1005,290052,2,"",""
"297-PGF-20221209-10",297,"2022-12-09T11:50:53.000Z","Kassow_107","53.8668568","12.0768297","a51003b9-c769-417c-ab66-db562e2fb587",75,"",75,"C",0.1,"",5.8,"",14.8,"",17.7,"",6.7,"E",1.1,"",1.9,"",9.6,"C",8.6,"",0.9,537,145,0.9,74.8,1005,295696,2,"",""
"297-PGF-20221209-11",297,"2022-12-09T11:54:07.000Z","Kassow_107","53.8670188","12.0765577","a51003b9-c769-417c-ab66-db562e2fb587",57,"",57,"C",0.1,"",6.4,"",16.4,"",18.5,"",7.1,"D",1.2,"",2.1,"",10.9,"D",9.4,"",1,493,132,0.8,75.3,1005,297797,4,"",""
"297-PGF-20221209-12",297,"2022-12-09T11:56:52.000Z","Kassow_107","53.8671795","12.0763009","a51003b9-c769-417c-ab66-db562e2fb587",82,"",82,"C",0.1,"",5,"",13.7,"",16.5,"",6.5,"D",1.1,"",1.9,"",13,"D",7,"",0.5,446,119,0.7,75.5,1005,297861,2,"",""
"297-PGF-20221209-13",297,"2022-12-09T11:59:57.000Z","Kassow_107","53.8673233","12.0760594","a51003b9-c769-417c-ab66-db562e2fb587",69,"",69,"C",0.1,"",5.6,"",15,"",18.1,"",6.6,"D",1.1,"",1.9,"",12.2,"D",7.5,"",0.8,404,106,0.7,76,1005,296967,2,"",""
"297-PGF-20221209-14",297,"2022-12-09T12:04:15.000Z","Kassow_107","53.8675888","12.0758138","a51003b9-c769-417c-ab66-db562e2fb587",84,"",84,"C",0.1,"",5.2,"",12.7,"",15.8,"",6.3,"D",1.1,"",1.9,"",13.5,"D",8.1,"",1.3,397,104,0.4,76.8,1005,290624,2,"28",""
"297-PGF-20221209-15",297,"2022-12-09T12:10:03.000Z","Kassow_107","53.8677958","12.0755089","a51003b9-c769-417c-ab66-db562e2fb587",72,"",72,"C",0.1,"",7.1,"",15.2,"",18,"",6.9,"E",1,"",1.7,"",9.2,"C",7.5,"",1.2,395,104,0.2,77.7,1005,290087,2,"",""
"297-PGF-20221209-16",297,"2022-12-09T12:12:42.000Z","Kassow_107","53.8680265","12.0755798","a51003b9-c769-417c-ab66-db562e2fb587",74,"",74,"C",0.1,"",4.6,"",12,"",16.9,"",6.6,"D",0.9,"",1.6,"",11.4,"D",8,"",0.5,380,99,0.1,78.4,1005,288725,2,"",""
"297-PGF-20221209-17",297,"2022-12-09T12:17:23.000Z","Kassow_107","53.867884","12.0758795","a51003b9-c769-417c-ab66-db562e2fb587",84,"",84,"C",0.1,"",3.9,"",12,"",16.6,"",6.6,"D",0.9,"",1.6,"",10.5,"D",7.5,"",1,385,105,0,79.4,1005,288496,2,"",""
"297-PGF-20221209-18",297,"2022-12-09T12:20:36.000Z","Kassow_107","53.8675876","12.0762713","a51003b9-c769-417c-ab66-db562e2fb587",84,"",84,"C",0.1,"",5.6,"",13.9,"",15.7,"",6.6,"D",1,"",1.8,"",11.7,"D",7.7,"",0.2,359,93,0.1,79.4,1005,292290,2,"",""
"297-PGF-20221209-19",297,"2022-12-09T12:25:37.000Z","Kassow_107","53.867305","12.0765907","a51003b9-c769-417c-ab66-db562e2fb587",97,"",97,"D",0.1,"",6.4,"",14.3,"",16.4,"",6.4,"D",1,"",1.7,"",10,"D",6.5,"",0.8,388,100,-0.2,78.9,1005,296719,2,"",""
"297-PGF-20221209-20",297,"2022-12-09T12:28:21.000Z","Kassow_107","53.8670745","12.0769487","a51003b9-c769-417c-ab66-db562e2fb587",96,"",96,"D",0.1,"",4.6,"",11.5,"",16,"",6.3,"C",1,"",1.8,"",12.1,"D",7.3,"",0.5,381,101,-0.3,78.9,1005,305077,2,"",""
"297-PGF-20221209-21",297,"2022-12-09T12:31:24.000Z","Kassow_107","53.8668752","12.0772471","a51003b9-c769-417c-ab66-db562e2fb587",84,"",84,"C",0.1,"",6.6,"",11.7,"",15.3,"",6.5,"D",1,"",1.7,"",11.8,"D",6.4,"",0.4,363,98,-0.2,78.7,1005,302245,2,"",""
"297-PGF-20221209-22",297,"2022-12-09T12:35:08.000Z","Kassow_107","53.8666816","12.0777627","a51003b9-c769-417c-ab66-db562e2fb587",89,"",89,"D",0.1,"",4.1,"",12.2,"",16.3,"",6.2,"C",1.1,"",1.8,"",14.8,"D",7.2,"",0.6,312,82,-0.1,79,1005,294887,2,"",""
"297-PGF-20221209-23",297,"2022-12-09T12:39:14.000Z","Kassow_107","53.8670298","12.0775982","a51003b9-c769-417c-ab66-db562e2fb587",72,"",72,"C",0.1,"",4.3,"",15.2,"",18.8,"",6.9,"D",1,"",1.7,"",8.3,"C",8.3,"",0.5,297,81,-0.1,79.2,1005,297791,3,"",""
"297-PGF-20221209-24",297,"2022-12-09T12:59:56.000Z","Kassow_107","53.8672577","12.0772632","a51003b9-c769-417c-ab66-db562e2fb587",66,"",66,"C",0.1,"",4.3,"",15.5,"",19.3,"",6.9,"D",1.2,"",2.1,"",10.4,"D",8.7,"",0.8,266,69,-0.1,79.2,1005,293079,3,"",""
"297-PGF-20221209-25",297,"2022-12-09T13:03:33.000Z","Kassow_107","53.8674974","12.0769811","a51003b9-c769-417c-ab66-db562e2fb587",94,"",94,"D",0.1,"",5.3,"",14.1,"",16.2,"",6.4,"D",1.1,"",1.9,"",13.2,"D",9.3,"",0,235,57,-0.2,83.4,1005,257794,2,"",""
"297-PGF-20221209-26",297,"2022-12-09T13:07:58.000Z","Kassow_107","53.8677039","12.07666","a51003b9-c769-417c-ab66-db562e2fb587",74,"",74,"C",0.1,"",4.4,"",13.9,"",18.3,"",6.4,"D",1,"",1.8,"",10,"C",7.4,"",0.4,257,64,-0.2,88.1,1005,238016,2,"",""
"297-PGF-20221209-27",297,"2022-12-09T13:11:56.000Z","Kassow_107","53.8679359","12.076166","a51003b9-c769-417c-ab66-db562e2fb587",87,"",87,"D",0.1,"",4.9,"",13.8,"",16.6,"",6.5,"D",1.1,"",1.9,"",11.3,"D",7.3,"",0.5,226,57,-0.2,89.2,1005,237036,2,"28",""
"297-PGF-20221209-28",297,"2022-12-09T13:18:24.000Z","Kassow_107","53.8681546","12.0763024","a51003b9-c769-417c-ab66-db562e2fb587",98,"",98,"D",0.1,"",5.9,"",14.2,"",16.7,"",6.6,"D",1.1,"",1.8,"",11.2,"D",6.9,"",0.7,211,53,-0.2,89.6,1005,241853,2,"",""
"297-PGF-20221209-29",297,"2022-12-09T13:22:44.000Z","Kassow_107","53.8679124","12.076697","a51003b9-c769-417c-ab66-db562e2fb587",84,"",84,"C",0.1,"",6.1,"",13.3,"",18.3,"",6.3,"D",1.2,"",2.1,"",12.8,"D",9.1,"",0.8,158,41,-0.3,89.4,1005,247072,2,"",""
"297-PGF-20221209-30",297,"2022-12-09T13:28:12.000Z","Kassow_107","53.8677177","12.0769669","a51003b9-c769-417c-ab66-db562e2fb587",88,"",88,"D",0.1,"",5.4,"",12.5,"",15.7,"",6.2,"C",1.2,"",2,"",12.9,"D",7.6,"",0.4,156,41,-0.4,89.5,1005,248697,2,"",""
"297-PGF-20221209-31",297,"2022-12-09T13:34:06.000Z","Kassow_107","53.8674785","12.0772815","a51003b9-c769-417c-ab66-db562e2fb587",79,"",79,"C",0.1,"",4.3,"",13.2,"",16.4,"",6.5,"D",1,"",1.8,"",11.4,"D",7.6,"",0.9,139,35,-0.5,90.3,1005,252062,2,"",""
"297-PGF-20221209-32",297,"2022-12-09T13:36:58.000Z","Kassow_107","53.8672506","12.0776171","a51003b9-c769-417c-ab66-db562e2fb587",56,"",56,"C",0.1,"",5.8,"",17.4,"",19.2,"",7,"C",1.3,"",2.2,"",12.3,"D",8.9,"",0,124,33,-0.6,90.1,1005,253798,4,"",""
"297-PGF-20221209-33",297,"2022-12-09T13:44:27.000Z","Kassow_107","53.8675119","12.0778485","a51003b9-c769-417c-ab66-db562e2fb587",91,"",91,"D",0.1,"",4,"",12.9,"",16,"",6.4,"D",1.1,"",1.8,"",13.3,"D",7,"",0.9,100,26,-0.8,89.3,1005,253150,2,"",""
"297-PGF-20221209-34",297,"2022-12-09T13:47:06.000Z","Kassow_107","53.8677613","12.0774104","a51003b9-c769-417c-ab66-db562e2fb587",86,"",86,"D",0.1,"",4.8,"",12.2,"",17,"",6.6,"D",1,"",1.7,"",10.4,"D",6.7,"",0.9,108,28,-0.7,89.7,1005,259176,2,"",""
"297-PGF-20221209-35",297,"2022-12-09T13:49:47.000Z","Kassow_107","53.8679498","12.0770126","a51003b9-c769-417c-ab66-db562e2fb587",101,"",101,"D",0.1,"",6.5,"",11.6,"",14.7,"",6.3,"D",1.1,"",1.8,"",14.4,"D",6.9,"",0.9,86,22,-0.8,89.2,1005,250379,2,"",""
"297-PGF-20221209-36",297,"2022-12-09T13:52:32.000Z","Kassow_107","53.8681732","12.0766932","a51003b9-c769-417c-ab66-db562e2fb587",86,"",86,"D",0.1,"",5,"",13.1,"",16.1,"",6.5,"D",1.1,"",1.9,"",11.4,"D",6.8,"",0.9,80,21,-0.7,88.8,1005,261500,2,"",""
"297-PGF-20221209-37",297,"2022-12-09T13:58:15.000Z","Kassow_107","53.8680851","12.0787108","a51003b9-c769-417c-ab66-db562e2fb587",102,"",102,"D",0.1,"",6.8,"",13.2,"",16.2,"",6.5,"D",1.1,"",1.8,"",11.5,"D",6.8,"",1,82,21,-0.8,89.1,1005,261490,2,"",""
"297-PGF-20221209-38",297,"2022-12-09T14:06:22.000Z","Kassow_107","53.867789","12.0792697","a51003b9-c769-417c-ab66-db562e2fb587",92,"",92,"D",0.1,"",4.7,"",12.9,"",17.7,"",6.4,"D",1,"",1.8,"",11.2,"D",7,"",0.8,71,18,-0.8,88.8,1005,261666,2,"",""
"297-PGF-20221209-39",297,"2022-12-09T14:10:17.000Z","Kassow_107","53.8675109","12.0798167","a51003b9-c769-417c-ab66-db562e2fb587",88,"",88,"D",0.1,"",7.1,"",13.5,"",17.5,"",6.5,"D",1.1,"",1.9,"",10.2,"D",7.9,"",1.2,69,18,-0.8,88,1005,250197,2,"",""
"297-PGF-20221209-41",297,"2022-12-09T14:17:22.000Z","Kassow_107","53.8669795","12.0806547","a51003b9-c769-417c-ab66-db562e2fb587",91,"",91,"D",0.1,"",3.3,"",13.8,"",17.5,"",6.5,"D",1,"",1.8,"",9.3,"C",9.4,"",0.2,57,15,-0.8,88,1005,283824,2,"",""
"297-PGF-20221209-40",297,"2022-12-09T14:14:23.000Z","Kassow_107","53.867267","12.0801837","a51003b9-c769-417c-ab66-db562e2fb587",88,"",88,"D",0.1,"",4.2,"",13.2,"",16.3,"",6.4,"D",1.1,"",1.9,"",11.5,"D",7.7,"",0.8,60,15,-0.8,88.7,1005,279352,2,"",""
"297-PGF-20221209-42",297,"2022-12-09T14:20:22.000Z","Kassow_107","53.8670849","12.081101","a51003b9-c769-417c-ab66-db562e2fb587",91,"",91,"D",0.1,"",5.5,"",13,"",17.3,"",6.5,"D",1.1,"",2,"",11.6,"D",7.4,"",0.7,43,11,-0.9,87.8,1005,281213,2,"",""
"297-PGF-20221209-43",297,"2022-12-09T14:22:54.000Z","Kassow_107","53.8673123","12.0808037","a51003b9-c769-417c-ab66-db562e2fb587",83,"",83,"C",0.1,"",6.3,"",12.1,"",15.5,"",6.5,"D",1.1,"",1.9,"",12.2,"D",6.9,"",0.8,35,10,-0.9,87.5,1005,273111,2,"",""
"297-PGF-20221209-46",297,"2022-12-09T14:34:01.000Z","Kassow_107","53.8682317","12.0796859","a51003b9-c769-417c-ab66-db562e2fb587",82,"",82,"C",0.1,"",4.1,"",13.2,"",18.4,"",6.5,"D",1.1,"",1.8,"",10.7,"D",6.6,"",0.8,26,7,-0.8,87.8,1005,277636,2,"",""
